,TIC ID,TOI,RA,Dec,RA_deg,Dec_deg,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,Teff (TOI),Orbital Period (TOI),Orbital Period (TOI) Unc.,J mag,J mag Unc.,H mag,H mag Unc.,K mag,K mag Unc.,Stellar Companion Separation,Stellar Companion Delta mag,Stellar Companion Observation date,Spectra?,NIRC2?,Best imaging contrast
72219,209935997,5845.01,19:52:24.41,16:40:06.22,298.1017083333333,16.668394444444445,PC,3,4,3,3,3,4,4,8944.0,1.9081122,2.47e-05,11.135,0.02,11.109,0.02,11.076,0.02,0.564,5.0,2024-07-21,True,False,5.7
70993,256326844,5651.01,19:53:52.01,60:04:09.02,298.4667083333333,60.06917222222223,PC,3,4,3,3,2,4,4,5887.0,10.6893108,8.43e-05,11.763,0.021,11.441,0.023,11.367,0.019,0.892,3.601,2023-07-02,True,False,6.608
59545,264508014,4474.01,19:54:30,48:34:38.82,298.62499999999994,48.577450000000006,KP,5,5,5,5,5,5,5,5355.0,3.3119026273477,2.0474112e-05,12.905,0.025,12.6,0.032,12.47,0.022,0.071,3.706,,True,True,8.0
73212,268159158,6090.01,19:54:32.56,44:10:15.38,298.6356666666666,44.170938888888884,KP,5,5,5,5,5,5,5,5490.0,4.7082413873569,4.9486694e-05,13.785,0.029,13.39,0.037,13.243,0.029,1.078,3.848,,False,False,
59559,263218688,4493.01,19:54:44.86,23:03:39.39,298.6869166666666,23.06094166666667,PC,3,4,3,3,4,4,4,4954.0,1.5076298,1.23e-05,8.126,0.034,7.678,0.034,7.564,0.029,0.999,5.521,2022-05-19,True,False,7.4
56409,102159710,3506.01,19:56:53.81,31:25:21.76,299.2242083333333,31.422711111111113,PC,3,4,4,3,2,4,4,5554.0,4.496138682788,0.00057519437,12.143,0.022,11.771,0.021,11.716,0.022,0.381,2.85,2023-08-29,False,False,6.528
51379,268823307,2182.01,19:57:37.69,44:02:06.14,299.40704166666666,44.035038888888884,KP,5,5,5,5,5,5,5,6295.0,3.5484480742597,1.6180154e-05,12.115,0.029,11.863,0.032,11.769,0.025,0.912,5.365,,True,False,8.0
73118,102734241,6002.01,19:58:27.42,32:17:13.81,299.61424999999997,32.287169444444444,CP,2,5,5,2,4,4,4,3272.0,10.904839246192,4.8828635e-05,10.997,0.023,10.425,0.022,10.175,0.019,0.117,1.9,2023-11-01,True,False,6.817
75051,233287217,7020.01,20:01:27.9,54:55:37.65,300.36625,54.927125,PC,3,4,3,3,3,4,4,6975.0,3.1642475,6.5e-06,10.873,0.022,10.677,0.02,10.635,0.018,1.242,5.41,2024-09-12,True,False,6.89
36057,294179385,1454.01,20:03:22.15,53:17:39.05,300.84229166666665,53.294180555555556,PC,3,4,4,3,4,4,4,6075.0,2.679416818208,1.9578429e-06,10.63,0.029,10.32,0.029,10.291,0.021,0.087,1.6,2022-09-12,True,False,7.21
56435,106224627,3522.01,20:04:19.1,34:23:55.68,301.0795833333333,34.3988,PC,3,4,3,3,2,4,4,5285.0,3.3412415,8.3e-06,11.894,,11.704,0.046,11.619,0.043,1.113,4.666,2023-08-29,False,False,7.076
56413,244487927,3513.01,20:04:53.93,25:00:34.69,301.2247083333333,25.00963611111111,PC,3,4,3,3,3,4,4,7717.5,2.9817237,1.58e-05,11.672,0.021,11.442,0.022,11.321,0.02,0.1197,0.6,2021-10-02,False,False,4.8
56528,42484503,3532.01,20:09:17.98,39:07:13.95,302.32491666666664,39.12054166666667,PC,3,4,4,3,2,4,4,4908.5,2.4563455873874,0.00011156589,11.654,0.024,11.236,0.018,11.139,0.016,0.259,0.2,2021-08-28,False,True,7.212
54416,236934268,2292.01,20:17:03.99,65:09:13.84,304.26662500000003,65.15384444444445,PC,2,4,2,2,4,4,4,5781.0,7.0767314,6.53e-05,10.221,0.02,9.889,0.018,9.836,0.019,0.231,3.73,2021-06-25,True,False,7.5
56439,417047499,3523.01,20:17:08.03,42:54:23.52,304.28345833333333,42.90653333333333,PC,3,4,4,3,4,4,4,6562.0,2.304583,3.4e-06,11.449,0.023,11.23,0.032,11.146,0.023,0.668,2.037,2023-06-07,True,False,6.682
56780,275887811,3543.01,20:20:33.85,42:53:37.21,305.1410416666666,42.89366944444444,PC,3,4,4,3,3,4,4,7849.0,6.481666,1.05e-05,11.125,0.026,10.906,0.032,10.742,0.024,0.089,1.43,2022-05-11,True,False,6.08
59615,275758701,4496.01,20:21:05.02,43:40:30.6,305.2709166666666,43.67516666666666,PC,3,4,3,3,3,4,4,,1.18803,4e-07,8.617,0.021,8.811,0.044,8.708,0.033,0.443,1.1,2021-10-30,True,False,6.5
16311,13419950,1162.01,20:21:09.44,41:27:44.52,305.28933333333333,41.46236666666667,PC,3,4,3,3,4,4,4,8730.0,7.3166682,6.3e-06,9.155,0.022,9.019,0.018,9.005,0.016,1.474,0.941,2019-10-15,True,False,6.74
75686,99025225,7328.01,20:21:14.47,27:40:38.35,305.31029166666667,27.677319444444446,PC,3,4,3,3,3,4,4,,12.5069936,6.55e-05,11.341,0.023,11.077,0.024,11.02,0.023,1.29,1.3,2025-07-27,False,False,5.3
72012,456367532,5785.01,20:22:16.34,16:36:51.5,305.5680833333333,16.614305555555557,PC,3,4,3,3,3,4,4,,3.0783215,0.0001326,9.896,0.022,9.584,0.027,9.532,0.024,0.386,0.5,2022-11-08,True,False,5.0
57267,193482096,3564.01,20:23:45.69,46:06:11.31,305.94037499999996,46.103141666666666,PC,3,4,3,3,3,4,4,6454.0,4.0875563423058,9.474743e-05,11.691,0.02,11.496,0.023,11.448,0.023,1.235,5.68,2025-10-02,True,False,6.64
59621,436166416,4497.01,20:25:35.06,27:48:57.92,306.3960833333333,27.81608888888889,PC,3,4,4,3,4,4,4,7172.0,3.6001959,1.01e-05,10.016,0.021,9.836,0.022,9.806,0.017,1.321,6.2,2021-10-22,True,False,7.4
68829,296461391,5271.01,20:27:56.35,48:19:06.95,306.98479166666664,48.31859722222222,PC,3,4,3,3,4,4,4,6358.0,4.3108587,3.4e-05,10.144,0.024,9.871,0.03,9.795,0.02,0.493,1.5,2023-08-27,True,False,6.3
57273,436314778,3569.01,20:28:03.19,26:24:05.95,307.0132916666666,26.401652777777777,PC,3,4,4,3,4,4,4,6157.0,4.5956692,3.9e-06,10.427,0.021,10.142,0.021,10.082,0.017,0.251,0.153,2023-06-30,True,False,6.3
56426,417129824,3519.01,20:32:18.72,21:20:42.25,308.078,21.345069444444444,PC,3,4,3,3,3,4,4,5870.0,3.500869,7.3e-06,11.403,0.021,11.128,0.028,11.074,0.025,1.1892,5.0,2021-10-02,True,False,6.3
74995,17129975,6969.02,20:32:38.53,40:46:42.39,308.16054166666663,40.778441666666666,PC,3,4,3,3,3,4,4,6616.0,4.5565613542041,0.00095925055,11.773,0.02,11.56,0.019,11.514,0.019,1.025,4.48,2024-09-13,True,False,4.4
56529,313408643,3533.01,20:34:15.05,35:23:42.2,308.5627083333333,35.39505555555556,PC,3,4,3,3,2,4,4,5276.4,4.3167817,6.5e-06,10.701,0.027,10.35,0.027,10.065,0.019,0.256,0.806,2021-08-28,True,True,7.226
31331,352764091,1287.01,20:34:59.43,63:28:29.78,308.74762499999997,63.47493888888889,PC,2,4,2,3,4,4,4,5891.0,9.6001125616392,1.7914575e-05,8.041,0.03,7.713,0.036,7.659,0.018,0.131,3.37,2021-06-24,True,True,7.58
58005,467265105,3923.01,20:35:24,61:08:27.36,308.84999999999997,61.14093333333333,PC,3,4,4,3,2,4,4,4964.3,4.1377886238416,0.000116386655,12.221,0.027,11.913,0.033,11.769,0.02,0.33,1.058,2021-08-24,True,False,6.529
72308,322593401,5933.01,20:37:14.58,53:16:37.99,309.31075,53.27721944444444,PC,3,4,3,3,4,4,4,4743.0,5.5901313,2.23e-05,12.46,0.026,11.947,0.031,11.798,0.024,0.316,2.051,2023-07-02,False,False,6.299
67811,286094277,5149.01,20:41:50.13,48:01:41.93,310.458875,48.02831388888889,PC,3,4,3,3,3,4,4,5903.0,27.371495248623,8.098927e-05,9.838,0.025,9.527,0.03,9.437,0.019,0.086,1.97,2025-10-01,True,False,6.2
75113,195933415,7089.01,20:43:04,45:50:13.23,310.7666666666666,45.83700833333334,PC,3,4,3,3,3,4,4,11678.0,1.5852089,5.1e-06,9.245,0.022,9.252,0.022,9.234,0.02,0.537,5.6,2026-05-08,True,False,6.6
75600,466928064,7210.01,20:46:56.1,01:49:26.63,311.73374999999993,1.824063888888889,PC,3,4,3,3,3,4,4,6453.0,2.2609143,1.16e-05,11.506,0.022,11.292,0.025,11.245,0.025,1.308,4.9,2025-07-28,True,False,5.9
32171,365733349,1288.01,20:52:40.09,65:36:31.62,313.16704166666665,65.60878333333332,CP,4,5,5,4,4,4,4,6180.0,2.6998294,3.6e-06,9.193,0.02,8.842,0.031,8.779,0.021,1.282,5.48,2021-10-29,True,False,7.12
57455,429218084,3633.01,20:53:16.13,58:05:40.53,313.3172083333333,58.094591666666666,PC,3,4,3,3,3,4,4,7233.0,2.5266409,1.05e-05,11.353,0.027,11.12,0.033,11.024,0.02,0.754,2.28,2025-10-01,True,False,3.98
75666,286857537,7325.01,20:54:44.93,20:35:49.79,313.6872083333333,20.597163888888886,PC,3,4,4,3,3,4,4,5392.0,2.0394246,3.2e-06,11.36,0.029,11.092,0.033,11.03,0.021,0.871,0.5,2025-07-28,True,False,4.5
72090,283471501,5809.01,20:58:11.78,40:11:32.15,314.5490833333333,40.19226388888889,PC,1,4,1,1,4,4,4,4115.1,9.2103194,1.93e-05,8.142,0.03,7.469,0.031,7.339,0.018,0.092,0.318,2023-06-29,True,False,7.002
57390,289100911,3584.01,20:59:34.9,52:23:45.99,314.8954166666667,52.39610833333333,PC,3,4,4,3,2,4,4,,2.7567478,2.9e-06,11.184,0.021,10.823,0.017,10.732,0.023,1.09,0.366,2021-08-28,False,True,6.939
73197,196066560,6077.01,20:59:39.33,40:42:21.64,314.91387499999996,40.70601111111112,PC,1,4,1,1,4,4,4,3761.0,2.2111104214132,1.164876e-05,11.06,0.024,10.408,0.015,10.235,0.014,0.083,1.1,2024-07-21,True,False,6.661
72074,459735346,5808.01,21:02:26.14,10:36:37.68,315.60891666666663,10.610466666666666,PC,1,4,1,1,4,4,4,5707.0,7.1701672,3.41e-05,8.339,0.02,8.0,0.038,7.932,0.021,0.976,5.2,2023-07-14,True,False,7.0
57389,289895191,3583.01,21:03:31.73,48:41:16.42,315.88220833333327,48.68789444444444,PC,3,4,3,3,2,4,4,3882.0,5.2462501234691,0.00045076237,10.469,0.02,9.76,0.017,9.557,0.022,0.589,4.054,2021-08-28,True,True,7.027
75606,125695940,7266.01,21:04:32.16,12:38:32.96,316.13399999999996,12.642488888888888,PC,3,4,4,3,4,4,4,6148.0,3.8789319,8e-06,11.066,0.021,10.809,0.023,10.719,0.022,0.452,2.9,2025-07-10,True,False,6.653
3234,29857954,172.01,21:06:31.65,-26:41:34.31,316.631875,-26.69286388888889,CP,4,5,5,5,4,5,4,5801.8,9.47686,4e-05,10.135,0.026,9.825,0.025,9.722,0.021,1.1021,4.9,2018-10-22,True,False,7.0
57391,267373896,3587.01,21:07:20.32,49:25:54.53,316.83466666666664,49.43181388888889,PC,3,4,4,3,4,4,4,7486.0,4.1584817,5.4e-06,10.481,0.019,10.181,0.027,10.071,0.021,0.346,1.72,2025-10-01,True,True,6.633
51531,265146266,2255.01,21:07:34.25,74:22:59.71,316.8927083333333,74.38325277777777,PC,3,4,4,3,3,4,4,6049.0,11.9526103,3.23e-05,11.205,0.022,10.83,0.03,10.728,0.023,0.204,1.5,2020-12-02,True,False,5.0
56434,429036977,3521.01,21:07:45.54,31:46:51.42,316.93975,31.78095,PC,3,4,4,3,2,4,4,5757.3,3.244038695037,4.797542e-06,11.981,0.028,11.726,0.034,11.633,0.022,0.4,0.952,2021-08-28,False,True,6.347
73259,357872559,6131.01,21:07:55.93,48:34:56.27,316.9830416666666,48.58229722222222,PC,3,4,4,3,3,4,4,6286.0,2.5530138,6.7e-06,11.704,0.023,11.388,0.029,11.279,0.022,0.573,4.0,2023-08-30,False,False,5.3
75138,286382849,7118.01,21:13:23.09,61:45:16.46,318.34620833333327,61.75457222222222,PC,3,4,3,3,3,4,4,6783.0,37.8016862,0.0002061,9.721,0.027,9.345,0.029,9.23,0.021,0.252,1.9,2025-12-05,True,False,5.9
34517,167092385,1318.01,21:14:53.91,38:05:39.24,318.72462499999995,38.094233333333335,PC,3,4,3,3,4,4,4,,4.9865029,1.39e-05,9.797,0.022,9.635,0.016,9.608,0.013,0.287,0.6,2021-07-13,True,False,6.456
0,290131778,123.01,21:18:47.9,-26:36:58.95,319.6995833333333,-26.616375,CP,3,5,5,5,4,5,3,6188.0,3.3088922,7.1e-06,7.232,0.026,7.048,0.021,6.959,0.024,1.281,1.7033,2018-09-18,True,True,8.5
75603,160103855,7259.01,21:27:46.8,32:35:05.57,321.945,32.58488055555556,PC,3,4,3,3,3,4,4,5975.0,16.4591808,0.000131,11.516,0.025,11.221,0.02,11.148,0.014,0.652,3.6,2025-07-10,True,False,5.5
72960,160432093,5971.01,21:31:01.09,30:00:12.41,322.7545416666666,30.00344722222222,PC,3,4,3,3,4,4,4,6528.05,3.9914012049097,0.00018048221,10.454,0.021,10.199,0.018,10.15,0.011,0.683,5.4,2023-08-28,True,False,7.5
56784,15460993,3544.01,21:32:49.35,26:50:46.09,323.205625,26.84613611111111,PC,3,4,4,3,4,4,4,5276.4,2.2020405,2.9e-06,11.833,0.021,11.515,0.023,11.417,0.018,0.1874,1.6,2021-10-02,False,True,6.618
72285,353146308,5873.01,21:39:56.69,01:17:36.12,324.9862083333333,1.2933666666666666,PC,3,4,3,3,3,4,4,3621.0,0.4131063,2.79e-05,12.658,0.024,12.056,0.021,11.851,0.024,0.131,1.34,2025-10-08,True,False,5.73
56790,239628993,3553.01,21:42:24.91,29:52:09.75,325.6037916666666,29.869375,PC,3,4,4,3,4,4,4,6497.2,1.9410634641013,9.892338e-05,10.51,0.018,10.286,0.017,10.285,0.015,0.25,0.615,2021-08-24,True,False,7.143
73295,190822775,6166.01,21:43:55.67,46:34:16.18,325.98195833333324,46.57116111111112,PC,3,4,4,3,3,4,4,6012.0,1.8021196,3.1e-06,11.475,0.021,11.204,0.023,11.152,0.016,1.233,5.25,2025-12-10,True,False,6.17
57373,407658979,3575.01,21:45:53.58,36:14:51.46,326.47324999999995,36.24762777777778,PC,3,4,3,3,2,4,4,5739.0,8.084554,0.0017143,11.395,0.021,11.066,0.024,10.979,0.026,0.43,1.902,2021-08-08,True,False,7.51
57369,407694390,3574.01,21:46:23.81,41:40:53.68,326.5992083333333,41.681577777777775,PC,3,4,3,3,3,4,4,4675.9,3.6691817,1.17e-05,12.186,0.021,11.684,0.03,11.561,0.024,0.472,1.37,2022-09-15,True,False,5.26
72344,287643871,5952.01,21:47:19.54,34:51:03.4,326.83141666666666,34.850944444444444,PC,3,4,4,3,4,4,4,5513.0,45.7138545,3.92e-05,8.758,0.029,8.401,0.053,8.323,0.029,0.78,1.738,2023-06-29,True,False,7.0
71933,256584532,5755.01,21:50:44.75,70:38:47.14,327.6864583333333,70.64642777777779,PC,3,4,4,3,3,4,4,5188.0,5.4397285,2.32e-05,12.027,0.027,11.639,0.031,11.52,0.021,0.347,3.5,2023-09-29,False,False,5.6
56503,326203952,3529.01,21:52:14.34,27:36:26.17,328.05975,27.607269444444444,PC,3,4,4,3,4,4,4,5770.0,2.5850398,3.2e-06,12.214,0.024,11.95,0.031,11.872,0.023,0.09,0.3,2021-08-08,False,False,6.864
75928,410774020,7690.01,21:53:25.83,65:40:48.44,328.357625,65.68012222222222,PC,1,4,1,1,3,4,4,5840.0,37.3522191,0.0001077,7.974,0.037,7.694,0.034,7.602,0.029,1.344,5.74,2026-05-08,True,False,
56530,17865622,3540.01,21:55:38.73,28:10:46.2,328.91137499999996,28.1795,CP,3,5,5,3,4,4,4,6011.2,3.1198403898987,0.00012818676,10.237,0.021,9.899,0.022,9.784,0.017,0.91,1.022,2021-08-24,True,False,7.485
57459,370981403,3637.01,21:56:55.59,53:49:35.51,329.231625,53.82653055555556,PC,3,4,3,3,3,4,4,5579.5,3.7330471,7.4e-06,12.161,0.024,11.957,0.031,11.933,0.022,0.13,0.88,2024-09-10,False,False,
73442,469702377,6188.01,21:58:16.34,55:48:20.08,329.5680833333333,55.80557777777778,PC,3,4,3,3,4,4,4,5660.0,4.7061119,2.33e-05,11.259,0.026,10.919,0.031,10.801,0.025,1.467,5.0,2023-09-22,True,False,6.3
58019,334394274,3950.01,22:04:18.91,61:37:40.56,331.07879166666663,61.62793333333333,PC,3,4,3,3,3,4,4,5994.0,3.4488281,7.2e-06,12.498,0.027,12.136,0.029,12.093,0.022,0.695,5.81,2024-08-16,False,False,5.88
72316,258738667,5950.01,22:09:52.62,19:56:17.03,332.46924999999993,19.938063888888887,PC,3,4,3,3,3,4,4,,6.4389303,2.03e-05,9.867,0.03,9.539,0.03,9.506,0.02,0.593,0.9,2023-08-27,True,False,5.6
75137,335624180,7113.01,22:11:41.02,60:45:29.25,332.92091666666664,60.758125,PC,3,4,3,3,3,4,4,5691.0,4.6351977,6.6e-06,11.717,0.029,11.457,0.036,11.28,0.024,1.298,4.7,2025-12-05,False,False,5.3
72944,27863043,5953.01,22:12:06.36,26:28:28.07,333.02649999999994,26.474463888888888,PC,3,4,3,3,4,4,4,5242.0,7.4924561,9.32e-05,8.982,0.021,8.603,0.017,8.524,0.018,1.294,5.052,2023-06-30,True,False,7.093
34535,353038705,1389.01,22:12:31.67,31:21:52.8,333.1319583333333,31.36466666666667,PC,3,4,3,3,4,4,4,5086.8,3.062624,8.1e-06,9.074,0.029,8.667,0.031,8.524,0.022,0.876,3.0,2021-07-12,True,False,7.1
75688,323407659,7337.01,22:13:25.28,67:23:39.03,333.35533333333325,67.394175,PC,3,4,4,3,3,4,4,6846.0,4.2619292,1.07e-05,9.079001,0.026,8.931,0.032,8.846,0.021,1.5,3.1,2016-01-01,True,False,6.6
57399,330135981,3604.01,22:14:00.25,56:55:08.33,333.50104166666665,56.91898055555556,PC,3,4,4,3,2,4,4,4893.1,1.0666962606745,6.4165943e-06,10.845,0.027,10.364,0.031,10.252,0.022,0.3,0.155,2021-09-19,True,False,6.546
73235,404516402,6125.01,22:19:35.77,12:21:23.08,334.8990416666666,12.356411111111111,PC,3,4,4,3,4,4,4,4767.0,2.3107907,0.0001295,11.894,0.021,11.411,0.022,11.299,0.02,0.852,3.331,2023-07-01,True,False,6.435
75591,422159302,7183.01,22:22:29.54,58:04:59.13,335.6230833333333,58.08309166666667,PC,3,4,3,3,3,4,4,9088.0,10.5739387,6.64e-05,8.759,0.029,8.635,0.031,8.571,0.023,1.032,1.8,2025-12-04,True,False,3.5
35687,164173105,1417.01,22:23:18.07,35:02:05.71,335.8252916666666,35.03491944444444,CP,3,5,5,3,4,4,5,7164.0,3.0726433986671,1.102023e-06,8.138,0.021,8.043,0.027,7.991,0.017,0.031,2.71,2020-12-03,True,False,7.28
73457,422223456,6202.01,22:23:24.62,55:04:31.9,335.8525833333333,55.07552777777778,PC,3,4,3,3,3,4,4,7767.0,2.8979408,7.5e-06,10.838,0.022,10.642,0.03,10.582,0.022,0.081,1.1,2023-08-31,True,False,6.8
73263,164260243,6162.01,22:24:20.58,34:09:31.41,336.08574999999996,34.158725,PC,3,4,4,3,4,4,4,7218.8,1.8478843,1.8e-06,10.583,0.021,10.454,0.02,10.373,0.014,0.568,4.8,2023-08-28,True,False,7.6
58017,338065029,3944.01,22:31:08.52,61:38:34.8,337.78549999999996,61.643,PC,3,4,4,3,3,4,4,4746.7,2.3151015,6.7e-06,11.459,0.029,11.169,0.033,10.986,0.023,0.203,2.4,2024-09-12,True,False,
75122,452864692,7094.01,22:34:32.47,53:36:39.13,338.6352916666666,53.61086944444445,PC,3,4,3,3,3,4,4,,2.1125062,3.8e-06,11.706,0.027,11.455,0.036,11.344,0.025,0.354,0.5,2025-12-05,False,False,4.4
74418,64837857,6650.04,22:35:13.28,54:46:24.81,338.80533333333324,54.773558333333334,PC,3,4,3,3,4,4,4,6500.6,,,9.558,0.018,9.369,0.017,9.291,0.017,0.393,2.57,2023-11-26,True,False,7.3
73953,64837857,6650.02,22:35:13.28,54:46:24.81,338.80533333333324,54.773558333333334,PC,3,4,3,3,4,4,4,6500.6,30.5055627,0.0003279,9.558,0.018,9.369,0.017,9.291,0.017,0.393,2.57,2023-11-26,True,False,7.3
73488,64837857,6650.01,22:35:13.28,54:46:24.81,338.80533333333324,54.773558333333334,PC,3,4,4,3,4,4,4,6500.6,20.3292125,8.7e-06,9.558,0.018,9.369,0.017,9.291,0.017,0.393,2.57,2023-11-26,True,False,7.3
57439,65981892,3618.01,22:42:03.57,52:20:37.24,340.51487499999996,52.34367777777778,PC,3,4,4,3,2,4,4,6083.0,3.4898546,5.4e-06,12.068,0.021,11.787,0.023,11.698,0.022,0.24,2.05,2022-09-08,False,True,7.393
73261,434186655,6150.01,22:43:58.1,22:17:20.01,340.99208333333326,22.288891666666668,PC,3,4,3,3,3,4,4,3818.0,1.3094686,0.0001183,12.202,0.021,11.56,0.02,11.345,0.018,0.352,1.9,2023-10-23,True,False,3.8
75136,66286602,7112.01,22:44:02.81,49:41:14.85,341.0117083333333,49.68745833333333,PC,3,4,4,3,3,4,4,,3.424993,8.2e-06,12.531,0.024,12.25,0.041,12.171,0.03,0.526,0.5,2025-12-05,False,False,3.3
75589,154264903,7160.01,22:48:12.54,47:10:13.74,342.05224999999996,47.17048333333333,PC,3,4,3,3,3,4,4,6001.8,3.0825102,9.2e-06,12.128,0.023,11.825,0.021,11.733,0.019,0.279,1.2,2025-12-05,False,False,4.7
5696,47425697,364.01,22:49:01.48,-24:57:33.46,342.2561666666666,-24.959294444444442,PC,2,5,5,5,4,2,4,6219.7,0.4941631,6e-07,9.967,0.023,9.757,0.028,9.686,0.025,0.3739,0.0,2019-05-18,True,False,6.81
58009,434171145,3926.01,22:50:31.29,61:09:34.51,342.63037499999996,61.15958611111111,PC,3,4,4,3,3,4,4,6466.0,2.7873223,6.3e-06,11.169,0.024,10.858,0.028,10.761,0.023,0.471,0.7,2021-08-01,True,False,5.1
58013,371676181,3936.01,22:57:17.29,59:12:04.94,344.32204166666656,59.201372222222226,PC,3,4,3,3,3,4,4,5196.8,1.4858906,2.7e-06,11.67,0.066,11.44,0.034,11.35,0.113,0.397,1.6,2021-08-01,True,False,5.3
75142,420383981,7119.01,22:59:31.66,54:53:17.55,344.88191666666665,54.88820833333333,PC,3,4,3,3,3,4,4,6258.1,2.5933417,2.6e-06,11.374,0.032,11.073,0.033,10.93,0.026,0.259,2.86,2025-10-01,True,False,6.16
36197,252616865,1482.01,23:03:58.77,52:33:45.7,345.9948749999999,52.56269444444444,PC,3,4,4,3,4,4,4,6720.0,5.7121916,2.92e-05,9.572,0.022,9.405,0.015,9.349,0.016,0.531,3.986,2020-12-01,True,False,7.0
36665,455791689,1544.01,23:05:23.37,46:54:11.22,346.34737499999994,46.90311666666666,PC,3,4,3,3,4,4,4,4630.4,1.2918334,1.3e-06,9.349,0.027,8.851,0.031,8.688,0.02,0.62,4.085,2021-08-24,True,False,6.993
59671,4464022,4542.01,23:06:22.26,-09:12:05.32,346.59274999999997,-9.201477777777777,PC,3,4,3,3,4,4,4,4781.0,5.9167681222998,2.5912022e-06,11.271,0.024,10.751,0.023,10.649,0.022,1.433,3.388,2021-11-21,True,False,6.3
74897,262584907,6837.01,23:12:38.66,02:41:08.12,348.16108333333324,2.6855888888888892,PC,1,4,1,1,4,4,4,5872.1,0.9494413,9.6e-06,6.546,0.021,6.308,0.021,6.184,0.017,0.14,0.4,2024-08-22,True,False,7.7
73340,67478724,6171.01,23:18:37.3,32:18:05.94,349.65541666666667,32.301649999999995,PC,3,4,4,3,4,4,4,5876.0,3.7473877,0.0007698,10.425,0.021,10.13,0.018,10.075,0.015,0.118,0.352,2023-06-30,True,False,6.943
75574,269231011,7128.01,23:20:13.87,60:25:26.55,350.0577916666666,60.42404166666667,PC,3,4,3,3,3,4,4,,2.9650741,1.11e-05,12.14,0.023,11.967,0.028,11.934,0.027,0.667,0.9,2025-11-09,False,False,4.0
48110,174041208,1740.01,23:24:04.32,43:22:36.01,351.018,43.376669444444445,PC,2,4,2,2,4,4,4,5366.0,19.428419032211,0.0037161424,9.651,0.02,9.215,0.018,9.11,0.018,0.233,3.65,2020-12-06,True,True,7.16
68837,422486295,5294.01,23:25:52.25,04:27:17.63,351.4677083333333,4.454897222222223,PC,3,4,3,3,3,4,4,5462.7,5.6707432,0.0007223,10.851,0.029,10.506,0.029,10.367,0.021,1.224,0.1,2022-06-12,True,False,6.4
75124,444209952,7101.01,23:29:12.25,54:58:15.87,352.30104166666666,54.971075,PC,3,4,3,3,3,4,4,,1.8471592,3.9e-06,11.668,0.024,11.45,0.03,11.451,0.02,0.385,0.64,2025-12-09,True,False,4.6
58185,427866520,4027.01,23:32:38.07,69:25:19.71,353.158625,69.42214166666668,PC,2,4,2,2,4,4,4,5593.0,3.6074546,2.48e-05,10.56,0.019,10.188,0.029,10.126,0.025,0.865,4.5,2021-07-19,True,False,6.3
58037,252049912,3969.01,23:34:34.45,54:32:29.95,353.64354166666664,54.54165277777778,PC,3,4,4,3,4,4,4,5371.2,3.8522402,8.2e-06,11.841,0.022,11.534,0.019,11.463,0.025,0.08,0.125,2021-08-23,False,False,6.663
59653,434105094,4506.01,23:37:38.55,-12:50:33.11,354.410625,-12.842530555555555,PC,2,4,2,2,3,4,4,2938.0,5.4107023577303,7.328049e-06,11.462,0.023,10.83,0.022,10.452,0.021,0.132,1.09,2024-07-13,True,False,5.08
73121,125520907,6019.01,23:40:21.92,35:56:27.02,355.0913333333333,35.940838888888884,CP,3,5,5,3,4,4,4,5559.5,14.5478626,4.73e-05,9.391,0.021,9.043,0.021,8.94,0.016,0.979,5.52,2023-08-29,True,False,7.1
58022,272219353,3961.01,23:42:58.67,62:17:24.45,355.7444583333333,62.290124999999996,PC,3,4,4,3,4,4,4,5354.0,3.5434689,5.2e-06,11.988,0.023,11.798,0.03,11.695,0.028,0.71,2.399,2021-08-23,False,False,6.666
75696,113542042,7346.01,23:43:35.38,23:18:26.18,355.89741666666663,23.307272222222224,PC,3,4,3,3,3,4,4,,1.7687035,0.0003795,12.131,0.023,11.789,0.026,11.747,0.024,1.065,1.78,2025-12-09,True,False,
5601,2758565,287.01,23:45:07.93,-17:26:57.35,356.28304166666663,-17.44926388888889,PC,3,4,4,3,4,4,4,5807.0,3.781568327083,3.0660715e-06,11.701,0.022,11.331,0.026,11.249,0.023,0.14,3.71,2019-07-17,False,False,6.21
75579,470749725,7136.01,23:51:29.58,60:55:59.77,357.87325,60.93326944444444,PC,3,4,3,3,3,4,4,,5.6897753,2.55e-05,11.999,0.028,11.607,0.03,11.477,0.026,0.888,1.0,2025-11-09,False,False,3.7
54518,89544985,2389.01,23:51:50.95,-19:10:42.53,357.96229166666666,-19.178480555555556,PC,3,4,3,3,3,4,4,5335.0,2.3372422722662,3.6926308e-06,12.626,0.026,12.237,0.022,12.17,0.027,0.473,3.33,2024-07-15,False,False,5.78
5661,228507250,309.01,23:52:09.5,-15:48:03.78,358.0395833333333,-15.80105,PC,3,4,4,3,4,4,4,5329.0,6.1573300241061,8.080587e-06,11.687,0.021,11.295,0.023,11.219,0.022,0.319,0.4754,2019-07-14,False,False,5.73
71931,426144112,5751.01,23:56:19.05,73:54:27.35,359.07937499999997,73.90759722222222,PC,3,4,3,3,3,4,4,5219.0,1.7465205,4.9e-06,12.204,0.025,11.761,0.032,11.617,0.027,1.463,2.3,2023-09-30,False,False,5.8
