,TIC ID,TOI,RA,Dec,RA_deg,Dec_deg,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,Teff (TOI),Orbital Period (TOI),Orbital Period (TOI) Unc.,J mag,J mag Unc.,H mag,H mag Unc.,K mag,K mag Unc.,Stellar Companion Separation,Stellar Companion Delta mag,Stellar Companion Observation date,Spectra?,NIRC2?,Best imaging contrast
69150,247912728,5439.01,05:52:01.35,13:12:15.55,88.005625,13.204319444444444,PC,3,4,3,3,3,4,4,7648.8,5.0775738,2.16e-05,12.756,0.023,12.507,0.024,12.456,0.025,0.763,2.4,2023-01-27,False,False,4.8
56114,317546777,2780.01,05:52:58.6,-16:17:10.37,88.24416666666666,-16.28621388888889,PC,3,4,3,3,3,4,4,7169.0,4.9062135,2.33e-05,12.443,0.033,12.272,0.035,12.182,0.034,0.3819,1.2,2021-10-03,False,False,4.2
57676,354293303,3715.01,05:55:33.8,39:07:35.47,88.89083333333333,39.12651944444445,PC,3,4,4,3,3,4,4,6351.8,2.4713542816086,0.0004766716,12.091,0.024,11.706,0.03,11.571,0.022,0.081,1.36,2026-04-04,True,False,5.11
75043,353302490,6990.01,05:59:20.72,35:16:41.36,89.83633333333333,35.27815555555556,PC,3,4,3,3,3,4,4,6047.9,1.5829358,3.1e-06,12.711,0.024,12.357,0.031,12.237,0.025,0.372,2.3,2024-10-27,False,False,4.1
60789,37117064,4706.01,06:01:57.19,-29:08:11.12,90.48829166666665,-29.136422222222222,PC,3,4,3,3,3,4,4,5309.0,735.982363,9.53e-05,10.718,0.024,10.349,0.023,10.23,0.021,0.2155,0.2,2022-04-15,True,False,6.22
75934,37348844,7718.01,06:07:29.35,-25:35:41.63,91.87229166666665,-25.594897222222222,KP,5,5,5,5,5,5,5,5780.0,0.76682205789936,2.9376028e-05,12.392,0.026,11.878,0.028,11.728,0.025,1.097,1.37,2025-12-02,False,False,5.91
60852,229210014,4721.01,06:09:18.18,11:24:41.36,92.32574999999999,11.41148888888889,PC,3,4,3,3,3,4,4,4779.0,4.0086493,1.6e-05,11.94,0.023,11.454,0.023,11.341,0.021,0.419,0.7,2023-09-23,False,False,4.8
60853,72097808,4740.01,06:09:29.61,-06:03:41.49,92.373375,-6.061525,PC,3,4,3,3,3,4,4,,5.7728793,0.0005881,11.432,0.023,11.188,0.023,11.116,0.023,0.29,0.24,2025-12-09,True,False,
69152,97669493,5474.01,06:10:02.72,32:56:37.13,92.51133333333333,32.94364722222222,PC,3,4,3,3,3,4,4,5874.0,8.4332312,0.0013029,10.803,0.019,10.484,0.022,10.385,0.018,1.371,2.4,2022-12-09,True,False,5.7
61829,239977528,5110.01,06:17:37.02,31:36:37.19,94.40424999999999,31.610330555555556,CP,3,5,5,3,4,4,4,6083.0,30.1584857,0.000152,9.687,0.022,9.386,0.024,9.318,0.021,1.084,6.2,2022-12-09,True,False,6.747
54689,443115574,2538.01,06:20:54.32,-07:17:56.18,95.22633333333332,-7.298938888888888,PC,3,4,3,3,3,4,4,7340.8,2.9103781,2.86e-05,10.155,0.024,10.068,0.022,10.0,0.023,0.123,4.75,2024-03-14,True,False,6.77
61814,438073782,5091.01,06:22:32.41,14:01:03.48,95.63504166666665,14.017633333333334,PC,3,4,4,3,4,4,4,6832.0,3.6413702,3.1e-06,10.946,0.023,10.767,0.026,10.692,0.018,0.405,4.5,2022-12-09,True,False,6.933
75842,206947218,7576.01,06:29:25.61,11:25:44.95,97.35670833333333,11.429152777777777,PC,3,4,3,3,3,4,4,5752.419,3.95316805798,4.9204521024e-06,12.161,0.024,12.009,0.026,11.976,0.025,0.202,0.7,2026-01-07,True,False,3.2
55407,220139435,2597.01,06:36:05.05,08:25:48.73,99.02104166666665,8.430202777777778,PC,3,4,3,3,3,4,4,7080.0,3.6039259,2.77e-05,9.164,0.023,9.026,0.024,8.973,0.021,0.09,0.43,2022-02-11,True,False,7.0
39418,15863518,1713.01,06:42:04.94,39:50:34.45,100.52058333333332,39.84290277777778,PC,3,4,3,3,4,4,4,5097.6,0.55725645347951,8.818959e-06,9.775,0.021,9.324,0.018,9.207,0.017,0.601,1.711,2020-12-01,True,False,6.49
69080,56798909,5404.01,06:45:26.6,22:17:25.31,101.36083333333332,22.29036388888889,PC,3,4,3,3,3,4,4,4027.0,2.177475,0.0005882,11.983,0.025,11.358,0.027,11.191,0.021,1.391,2.5,2023-01-26,False,False,4.9
55732,234160911,2600.01,06:45:38,00:40:06.79,101.40833333333332,0.6685527777777778,PC,3,4,3,3,4,4,4,4825.0,5.3376282,1.95e-05,9.254,0.037,8.758,0.044,8.563,0.023,0.595,3.329,2023-12-02,True,False,7.3
56167,123462119,2826.01,06:51:19.84,-11:35:10.47,102.83266666666664,-11.586241666666668,PC,3,4,4,3,3,4,4,9168.0,1.9275568,1.6e-06,12.31,0.024,12.176,0.025,12.106,0.03,0.8598,2.5,2021-11-22,True,False,4.15
56112,235300016,2750.01,06:53:08.41,10:39:21.28,103.28504166666664,10.655911111111111,PC,3,4,3,3,3,4,4,,6.8204309,1.23e-05,11.003,0.026,10.662,0.027,10.601,0.02,1.1442,1.1,2022-04-15,True,False,5.2
59216,237603062,4202.01,06:53:14.58,02:56:13.15,103.31074999999998,2.9369861111111115,PC,3,4,3,3,3,4,4,5247.8,2.6689906,0.0008983,12.558,0.025,12.33,0.029,12.171,0.035,0.419,1.3,2023-10-01,False,False,4.5
74883,192014454,6665.01,06:55:37.65,42:02:34.55,103.90687499999999,42.04293055555555,PC,1,4,4,1,4,4,4,5972.63,735.79791696169,0.0059145563,8.356,0.035,8.092,0.059,8.009,0.04,0.084,2.3,2023-09-28,True,False,8.2
8252,79292541,642.01,06:56:13.39,-20:03:09,104.05579166666665,-20.052500000000002,PC,3,4,3,3,3,4,4,8550.0,2.2786049,3e-06,9.147,0.039,9.166,0.026,9.073,0.023,0.9513,2.6,2019-05-19,True,False,6.9
69082,386197662,5412.01,06:56:32.33,13:25:45.09,104.13470833333332,13.429191666666666,PC,3,4,3,3,4,4,4,6419.6,0.3828485,7e-07,10.323,0.026,10.055,0.03,10.008,0.019,0.696,3.121,2023-12-02,True,False,6.9
61859,58723861,5120.01,06:56:51.38,22:35:43.61,104.21408333333332,22.59544722222222,PC,3,4,4,3,3,4,4,5778.4,24.9163182,4.98e-05,9.656,0.02,9.41,0.028,9.249,0.019,1.298,5.51,2022-04-18,True,False,7.6
69110,367193060,5438.01,06:57:49.52,25:30:55.26,104.45633333333333,25.51535,PC,3,4,4,3,3,4,4,5860.5,2.5842514,0.0002224,10.917,0.025,10.596,0.032,10.535,0.018,0.2822,2.5,2023-01-03,True,False,6.88
57790,742648307,3779.01,06:58:55.97,49:58:07.45,104.73320833333332,49.96873611111111,PC,3,4,3,3,3,4,4,,1.618057759707,7.728931e-06,,,,,,,0.776,0.88,2025-02-14,False,False,5.55
60859,269278156,4745.01,06:58:57.19,07:56:40.61,104.73829166666667,7.944613888888889,PC,3,4,3,3,3,4,4,5972.0,4.413935,2.21e-05,12.402,0.024,12.144,0.029,12.027,0.026,0.857,1.9,2023-01-17,False,False,3.6
54671,147430118,2508.01,06:59:16.31,-14:26:40.24,104.81795833333332,-14.444511111111112,PC,1,4,1,1,4,4,4,6796.0,1.6951056,1.47e-05,9.83,0.026,9.611,0.023,9.511,0.023,0.239,1.79,2021-12-18,True,False,6.7
55347,258983679,2593.01,07:00:53.65,08:05:44.42,105.22354166666665,8.095672222222223,PC,3,4,3,3,4,4,4,6514.0,1.4711386,0.0003985,9.909,0.022,9.699,0.026,9.61,0.023,1.173,4.951,2022-01-17,True,False,6.9
60855,291198795,4741.01,07:01:40.46,02:11:20.94,105.41858333333333,2.1891499999999997,PC,3,4,3,3,3,4,4,6252.0,2.4849639,0.0004804,12.031,0.041,11.798,0.062,11.709,0.047,1.3537,4.2,2022-04-16,False,False,5.6
60861,291580615,4751.01,07:03:22.1,01:40:52.4,105.84208333333332,1.6812222222222222,PC,3,4,4,3,3,4,4,,3.6014534,7.7e-06,11.637,0.025,11.45,0.028,11.379,0.025,0.441,0.5,2023-10-15,True,False,4.3
61137,177391159,4984.01,07:04:14.51,-00:22:02.3,106.06045833333332,-0.36730555555555555,PC,3,4,3,3,3,4,4,6084.3,3.6748618,2.62e-05,11.782,0.024,11.645,0.022,11.563,0.024,0.3076,0.5,2022-04-16,True,False,4.5
75836,261944532,7571.01,07:04:43.26,08:05:04.32,106.18024999999999,8.084533333333335,PC,3,4,3,3,3,4,4,6492.0,5.2456808469107,1.99127201717e-05,12.473,0.024,12.21,0.024,12.13,0.028,0.472,3.3,2025-12-21,True,False,4.4
70679,51094586,5589.01,07:14:25.56,56:42:00.51,108.6065,56.70014166666667,PC,3,4,3,3,4,4,4,5707.5,5.6895053,2.42e-05,10.734,0.022,10.383,0.021,10.286,0.019,0.23,0.39,2023-02-06,True,False,6.368
56182,178577607,2840.01,07:14:35.82,-06:50:07.07,108.64924999999998,-6.835297222222222,PC,3,4,4,3,3,4,4,5957.0,1.532427,1.4e-06,12.227,0.029,11.903,0.031,11.82,0.027,1.4644,2.3,2022-04-16,False,False,6.4
56176,440775339,2827.01,07:14:53.27,11:59:21.82,108.72195833333333,11.989394444444443,PC,3,4,3,3,3,4,4,5857.2,5.3393042,1.38e-05,10.614,0.02,10.318,0.019,10.242,0.015,0.0817,2.1,2022-04-15,True,False,6.3
56191,409264172,2869.01,07:18:37.71,-13:03:53.21,109.65712499999998,-13.064780555555556,PC,3,4,4,3,3,4,4,8531.0,1.7198076,3.6e-06,12.302,0.024,12.17,0.027,12.053,0.026,0.8049,2.9,2021-11-22,False,False,5.0
61009,107090327,4795.01,07:22:37.09,-26:30:23.24,110.65454166666665,-26.506455555555554,PC,3,4,4,3,3,4,4,7143.0,2.7431176,1.46e-05,12.426,0.026,12.314,0.023,12.212,0.024,1.0029,2.0,2022-11-04,False,False,3.5
61835,26693519,5114.01,07:23:08.45,25:33:31.51,110.78520833333333,25.55875277777778,PC,3,4,3,3,4,4,4,5234.4,6.1539077,1.82e-05,9.245,0.019,8.821,0.015,8.714,0.016,0.33,3.097,2023-11-27,True,False,6.7
59218,385654601,4211.01,07:23:10.18,-13:13:10.62,110.79241666666667,-13.219616666666667,PC,3,4,3,3,3,4,4,6671.3,2.2715616,8.4e-06,12.325,0.044,12.241,0.049,12.123,0.041,0.1716,1.7,2021-11-22,False,False,4.6
8213,425206121,508.01,07:26:02.29,07:36:56.79,111.50954166666666,7.615774999999999,KP,5,5,5,5,5,5,5,7346.0,4.6117328,1.9e-06,9.343,0.026,9.237001,0.022,9.196,0.023,0.6466,3.0,2019-12-12,False,False,7.3
61139,5592720,4986.01,07:26:05.17,-06:04:56.88,111.52154166666666,-6.082466666666666,PC,3,4,4,3,3,4,4,6345.0,6.5946181,4.18e-05,12.326,0.023,12.063,0.025,11.987,0.027,0.3365,3.5,2022-04-16,False,False,4.6
8849,107782586,1009.01,07:26:40.28,-24:27:43.6,111.66783333333332,-24.46211111111111,PC,3,4,3,3,3,4,4,8868.7,1.9600276739088,2.5492343e-06,8.552,0.024,8.578,0.051,8.64,0.021,0.2602,3.0,2019-10-16,True,False,7.6
56192,14709225,2870.01,07:27:11.41,14:57:28.34,111.79754166666666,14.957872222222221,PC,3,4,3,3,3,4,4,5409.0,5.7655904,1.05e-05,11.711,0.026,11.357,0.027,11.274,0.027,0.8489,1.6,2023-01-03,True,False,3.5
55750,456844391,2601.01,07:33:37.83,-21:28:05.35,113.40762499999998,-21.468152777777775,PC,3,4,3,3,3,4,4,7668.0,6.0210332,0.0008054,10.604,0.027,10.534,0.029,10.503,0.024,0.3648,2.2,2022-04-15,True,False,6.8
59220,334252687,4221.01,07:47:13.59,-14:33:29.48,116.80662499999998,-14.558188888888889,PC,3,4,4,3,3,4,4,5858.0,2.8395663,9.3e-06,12.215,0.021,11.937,0.024,11.86,0.026,0.2985,1.8,2021-11-22,False,False,4.7
59221,127328218,4226.01,07:47:51.46,-25:34:04.57,116.96441666666665,-25.56793611111111,PC,3,4,3,3,3,4,4,7998.0,2.9628955,9.6e-06,11.296,0.024,11.227,0.022,11.207,0.023,0.127,0.52,2023-01-08,True,False,6.15
59284,128127712,4230.01,07:50:41.55,-26:31:33.53,117.67312499999998,-26.525980555555556,PC,3,4,3,3,3,4,4,5436.9,1.9401022334351,0.0005385796,11.906,0.033,11.643,0.03,11.537,0.032,0.1927,0.9,2021-11-22,True,False,5.77
70678,29069242,5587.01,07:50:55.89,46:18:23.64,117.73287499999998,46.30656666666666,PC,3,4,3,3,3,4,4,5632.0,3.7349773,2.07e-05,12.584,0.021,12.222,0.02,12.128,0.022,0.995,2.3,2023-09-22,False,False,2.5
8211,17746821,492.01,07:52:15.23,12:08:21.65,118.06345833333333,12.139347222222222,KP,5,5,5,5,5,5,5,6280.0,3.12201660495,1.0144289e-06,10.816,0.021,10.545,0.02,10.5,0.018,0.665,3.89,2020-12-05,False,False,5.92
73214,293743169,6097.01,07:57:59.22,-21:00:48.11,119.49674999999999,-21.01336388888889,PC,3,4,3,3,3,4,4,7433.0,1.1256838,1.3e-06,10.089,0.026,9.986,0.027,9.975,0.026,0.358,2.02,2025-12-09,True,False,6.3
75843,452837676,7589.01,08:00:13.08,01:31:57.77,120.05449999999998,1.532713888888889,PC,3,4,4,3,3,4,4,6488.0,1.4866436224553,3.2513340509035e-07,11.038,0.024,10.651,0.025,10.555,0.024,0.76,1.63,2026-05-08,True,False,4.6
61006,176242778,4781.01,08:07:07.71,-18:43:36.35,121.782125,-18.726763888888886,PC,3,4,4,3,3,4,4,6071.0,1.9055614,3.4e-06,10.828,0.032,10.627,0.032,10.501,0.026,1.2882,0.5,2022-04-15,True,False,6.1
8210,455096220,489.01,08:13:00.17,04:47:13.3,123.25070833333331,4.787027777777777,KP,5,5,5,5,5,5,5,6096.0,3.6466612053081,4.0383798e-06,11.358,0.024,11.072,0.023,11.03,0.021,0.9428,4.7,2020-02-10,False,False,5.7
56231,437144507,3418.01,08:13:05.89,-23:03:12.14,123.27454166666665,-23.053372222222222,PC,3,4,3,3,3,4,4,5308.5,7.3039868859033,0.0015306633,11.054,0.028,10.63,0.023,10.537,0.021,0.459,1.8,2022-04-15,True,False,6.2
69156,186815660,5485.01,08:17:58.22,15:59:16.5,124.49258333333331,15.987916666666665,PC,3,4,3,3,2,4,4,6119.0,2.5840753,4.04e-05,12.185,0.022,11.91,0.023,11.853,0.02,1.181,3.59,2023-04-26,True,True,7.365
75924,458615187,7674.01,08:18:57.59,06:42:58.24,124.73995833333332,6.716177777777778,PC,3,4,3,3,3,4,4,6905.19,3.8831272171046,1.821237566e-05,11.829,0.021,11.664,0.023,11.63,0.028,0.27,1.11,2026-05-08,True,False,
56166,271035369,2823.01,08:20:43.16,-25:41:29.28,125.17983333333332,-25.691466666666667,PC,3,4,4,3,3,4,4,8083.5,4.7962078,6.2e-06,11.78,0.022,11.704,0.022,11.656,0.019,0.3858,0.7,2022-04-15,True,False,5.5
60862,196286578,4776.01,08:22:13.07,-25:04:03.13,125.55445833333332,-25.06753611111111,PC,3,4,4,3,4,4,4,6079.0,10.4137997,4.65e-05,11.042,0.03,10.779,0.036,10.679,0.026,1.201,3.29,2022-01-16,True,False,3.4
56245,271486001,3428.01,08:22:37.18,-29:11:16.76,125.65491666666667,-29.18798888888889,PC,3,4,3,3,3,4,4,,5.3945125,0.000123,11.292,0.024,10.954,0.025,10.83,0.021,0.6544,1.1,2022-04-16,False,False,6.1
62225,14570132,5137.01,08:24:05.64,22:46:59.52,126.0235,22.7832,PC,3,4,4,3,4,4,4,5060.5,3.2092033,1e-06,11.456,0.022,10.99,0.024,10.88,0.019,0.251,0.721,2022-03-19,True,True,6.83
73220,265010875,6104.01,08:26:20.49,05:15:30.24,126.585375,5.2584,PC,3,4,3,3,4,4,4,6316.0,6.4095554711552,0.0011079443,9.929,0.026,9.678001,0.026,9.601,0.019,1.092,5.3,2024-03-28,True,False,7.333
61035,231559817,4836.01,08:30:45.71,-27:24:29.66,127.69045833333331,-27.40823888888889,PC,3,4,3,3,3,4,4,8086.0,5.1035091380971,0.00067420374,10.668,0.021,10.596,0.023,10.525,0.021,0.208,0.38,2024-03-13,True,False,6.15
69236,178266267,5539.01,08:32:17.56,22:00:20.85,128.07316666666665,22.005791666666667,PC,1,4,1,1,4,4,4,5595.7,7.1123703,1.63e-05,9.343,0.022,8.998,0.022,8.873,0.023,0.148,3.47,2022-02-10,True,False,7.12
70622,195187769,5550.01,08:35:42.43,20:22:24.56,128.92679166666665,20.37348888888889,PC,2,4,2,2,4,4,4,5923.8,13.955959,5.32e-05,9.063,0.024,8.770001,0.034,8.695,0.02,0.669,3.258,2023-11-27,True,False,6.546
56230,118603213,3384.01,08:40:53.63,-19:51:04.44,130.2234583333333,-19.851233333333333,PC,3,4,3,3,3,4,4,7257.0,1.8592079,6.3e-06,11.759,0.024,11.665,0.027,11.58,0.025,0.9759,2.6,2021-11-20,False,False,6.0
8237,1003831,564.01,08:41:10.84,-16:02:10.78,130.29516666666663,-16.036327777777778,CP,4,5,5,4,4,4,4,5752.0,1.6511455803498,2.262905e-06,10.044,0.027,9.71,0.026,9.604,0.022,0.637,4.95,2020-02-18,True,False,7.007
56005,1018843,2673.01,08:43:43.72,-26:58:50.97,130.93216666666666,-26.980825,PC,1,5,5,1,4,4,4,5601.4,1.9126596,4.5e-06,8.189,0.026,7.861,0.038,7.728,0.021,1.057,4.18,2023-03-05,True,True,7.5
68872,467153319,5377.01,08:44:32.41,59:24:24.15,131.13504166666664,59.406708333333334,PC,2,4,2,2,4,4,4,6803.0,4.4626933,0.0001249,8.928001,0.032,8.747,0.057,8.743,0.022,0.203,1.5,2022-03-21,True,False,7.9
70676,117892246,5565.01,08:44:54.48,45:27:58.29,131.22699999999998,45.46619166666667,PC,3,4,4,3,3,4,4,5542.4,3.2601896,0.0004792,12.32,0.023,11.954,0.024,11.894,0.023,0.506,3.9,2023-09-23,False,False,4.8
61028,1260235,4830.01,08:45:37.82,-26:30:10.99,131.40758333333332,-26.50305277777778,PC,3,4,3,3,3,4,4,4875.8,7.6945481,6.78e-05,11.243,0.023,10.695,0.024,10.62,0.023,0.6941,3.6,2022-04-16,False,False,5.7
61029,176442805,4833.01,08:47:35.49,-21:51:33.61,131.897875,-21.859336111111112,PC,3,4,3,3,3,4,4,7194.0,3.6520005,1.12e-05,11.779,0.026,11.692,0.027,11.59,0.021,0.4209,3.7,2022-04-16,True,False,5.1
16535,302518439,1169.01,08:56:28.81,72:31:59.79,134.12004166666665,72.533275,PC,3,4,3,4,4,4,3,6134.3,6.7075429,3.4e-06,9.611,0.022,9.327,0.03,9.316,0.024,1.05,2.8,2021-02-02,True,False,6.4
61010,348756659,4823.01,08:56:46.15,-12:34:21.57,134.19229166666665,-12.572658333333333,PC,3,4,4,3,3,4,4,5736.0,3.7260939116487,0.00017559367,11.578,0.033,11.255,0.027,11.17,0.021,1.0248,1.8,2022-04-16,True,False,6.43
40538,293617835,1719.01,09:01:11.39,55:51:35.78,135.2974583333333,55.85993888888889,PC,3,4,4,3,4,4,4,6096.4,2.7552586,4.7e-06,7.229,0.019,6.961,0.038,6.913,0.017,0.116,1.78,2020-12-04,True,True,8.0
56246,270471065,3433.01,09:01:49.43,00:58:10.61,135.45595833333334,0.9696138888888889,PC,3,4,4,3,4,4,4,4348.2,2.7765784,9.4e-06,11.69,0.027,11.165,0.026,10.986,0.024,0.7966,2.7,2022-04-16,True,False,5.1
54695,270604417,2543.01,09:06:23.26,03:34:03.61,136.59691666666666,3.5676694444444443,CP,3,5,5,3,4,4,4,6349.8,7.5427508863843,2.0640791e-05,10.28,0.024,10.052,0.023,10.01,0.023,0.0969,1.7,2022-04-16,True,False,6.6
61131,38118291,4839.01,09:08:04.54,-28:54:57.79,137.01891666666663,-28.916052777777775,PC,3,4,3,3,3,4,4,4866.9,13.3441946,0.0002406,11.287,0.027,10.786,0.026,10.661,0.024,0.2817,0.8,2022-04-16,False,False,5.5
57814,801354155,3829.01,09:09:41.1,31:17:32.72,137.42125,31.292422222222225,PC,3,4,3,3,4,4,4,5385.0,2.9150294,4.7e-06,,,,,,,1.476,1.028,2023-11-27,False,False,6.31
54497,286000547,2332.01,09:18:57.97,-15:18:29.09,139.74154166666668,-15.308080555555556,PC,3,4,4,3,4,4,4,5596.2,7.4972297,1.23e-05,11.505,0.022,11.195,0.022,11.123,0.019,0.912,4.89,2021-02-23,True,True,6.04
73480,189097100,6474.01,09:21:41.32,-29:06:29.08,140.42216666666664,-29.10807777777778,PC,3,4,3,3,3,4,4,8753.0,1.6069363,0.0004247,11.88,0.027,11.846,0.027,11.816,0.025,0.125,2.98,2026-04-30,False,False,6.67
8222,405454160,563.01,09:32:58.36,-17:20:36.51,143.24316666666667,-17.343474999999998,PC,1,4,1,3,4,4,4,5383.0,731.9380939054,0.00020327617,9.796,0.032,9.414,0.026,9.344,0.021,0.3841,0.8,2019-05-19,True,False,6.6
61905,406495245,5128.01,09:33:16.23,09:10:06.32,143.317625,9.168422222222222,PC,3,4,3,3,4,4,4,7642.0,7.6014943,1.19e-05,7.919,0.03,7.825,0.049,7.765,0.021,1.4752,2.3,2022-04-16,True,True,7.9
61132,453060368,4841.01,09:43:35.34,00:36:54.1,145.89724999999999,0.6150277777777777,PC,3,4,3,3,3,4,4,5388.3,9.6284672,2.66e-05,11.936,0.022,11.583,0.027,11.458,0.025,0.1126,2.4,2022-04-16,False,False,5.1
56346,455272393,3438.01,09:45:19.62,03:05:40.13,146.33174999999997,3.0944805555555557,PC,3,4,3,3,3,4,4,5993.3,1.6660179,4.6e-06,11.373,0.024,11.127,0.025,11.045,0.023,0.9539,4.8,2022-04-16,True,False,6.13
8254,22221375,652.01,09:56:29.64,-24:05:57.07,149.12349999999998,-24.09918611111111,CP,1,5,5,1,4,4,4,5903.0,3.9846589,6.2e-06,6.839,0.019,6.577,0.034,6.463,0.023,0.023,2.21,2020-03-15,True,False,7.8
57794,841226526,3828.01,10:03:34.2,67:59:24.13,150.89249999999998,67.99003611111111,PC,3,4,3,3,3,4,4,,19.5105608,0.0001253,,,,,,,1.453,0.9,2022-03-21,True,False,6.0
48544,29191596,1792.01,10:06:52.81,45:52:59.98,151.72004166666665,45.88332777777778,PC,3,4,3,4,4,4,4,5502.5,8.8164887,0.0002842,7.963,0.023,7.644,0.016,7.521,0.015,1.456,2.782,2020-12-29,True,False,7.185
57826,308073360,3837.01,10:10:39.91,24:16:23.24,152.66629166666664,24.27312222222222,CP,3,5,5,3,4,4,4,5773.9,11.8886495,2.73e-05,10.715,0.023,10.401,0.02,10.316,0.017,0.359,3.516,2022-01-16,True,False,6.5
61136,168158622,4871.01,10:12:42.79,-29:10:07.76,153.17829166666664,-29.168822222222225,PC,3,4,4,3,3,4,4,6176.0,1.7687528,7.7e-06,12.15,0.026,11.915,0.027,11.829,0.021,0.6567,3.2,2022-04-17,False,False,5.1
61140,293607057,4987.01,10:14:40.72,-15:38:34.21,153.66966666666661,-15.64283611111111,CP,3,5,5,3,4,4,4,6736.9,4.2889696,6.7e-06,10.143,0.026,9.975,0.026,9.932,0.026,0.9221,2.3,2022-04-17,True,False,6.8
61134,71221700,4869.01,10:16:11.67,-29:58:34.86,154.048625,-29.97635,PC,3,4,3,3,3,4,4,5962.0,3.0978928,1.72e-05,11.678,0.024,11.402,0.023,11.375,0.023,0.4749,0.1,2022-04-16,True,False,5.4
69164,70678449,5516.01,10:23:21.17,13:28:20.18,155.83820833333328,13.472272222222223,PC,3,4,3,3,4,4,4,6077.0,4.3776584,0.0013685,11.646,0.021,11.37,0.023,11.278,0.018,0.259,2.41,2024-04-21,True,False,7.229
56213,423393242,2975.01,10:29:04.87,-20:55:45.37,157.27029166666662,-20.929269444444447,PC,3,4,3,3,3,4,4,5333.5,0.426988,3e-07,12.325,0.022,11.981,0.023,11.865,0.021,0.272,6.14,2025-05-12,False,False,5.61
61765,179230828,5000.02,10:34:24,-23:44:02.62,158.59999999999997,-23.734061111111114,PC,3,4,4,3,3,4,4,5483.0,15.3392841,7.22e-05,11.976,0.023,11.647,0.022,11.556,0.023,0.2,2.24,2024-03-14,False,False,6.14
61716,179230828,5000.01,10:34:24,-23:44:02.62,158.59999999999997,-23.734061111111114,PC,3,4,3,3,3,4,4,5483.0,5.5422295,1.37e-05,11.976,0.023,11.647,0.022,11.556,0.023,0.2,2.24,2024-03-14,False,False,6.14
71841,53481079,5717.01,10:50:18.16,50:47:47.46,162.57566666666665,50.79651666666666,PC,2,4,2,2,4,4,4,5479.3,13.478722016271,5.149804e-05,10.18,0.023,9.87,0.026,9.768,0.02,0.087,2.5,2025-02-11,True,False,6.687
16624,372757221,1187.01,10:51:34.36,81:19:19.83,162.89316666666664,81.322175,PC,3,4,3,3,4,4,4,6389.0,2.5941968,3.6e-06,9.373,0.022,9.168,0.031,9.084,0.024,0.162,3.47,2022-04-20,True,False,6.9
62319,281837575,5143.01,11:01:27.63,05:08:22.13,165.365125,5.139480555555556,PC,3,4,4,3,3,4,4,5296.38,5.2097099577613,4.0385003e-06,10.474,0.026,10.101,0.024,9.98,0.019,0.6406,3.5,2022-04-17,True,False,6.63
65047,281837575,5143.02,11:01:27.63,05:08:22.13,165.365125,5.139480555555556,PC,1,4,3,1,3,4,4,5296.38,2.3843304351959,1.5233709e-05,10.474,0.026,10.101,0.024,9.98,0.019,0.6406,3.5,2022-04-17,True,False,6.63
56215,211446495,2982.01,11:03:12.54,-09:57:48.49,165.80225,-9.963469444444444,PC,3,4,4,3,3,4,4,5268.0,4.8701613,1.8e-05,12.648,0.026,12.201,0.029,12.109,0.024,1.126,3.38,2024-03-12,True,False,6.02
62315,38087018,5138.01,11:18:31.86,-01:46:26.61,169.63275,-1.7740583333333333,KP,5,5,5,5,5,5,5,4377.0,1.7292681242363,5.2524747e-06,13.536,0.026,12.92,0.024,12.756,0.033,0.581,3.8,2019-06-09,True,False,5.09
56195,453452264,2971.01,11:18:35.56,-11:58:37.55,169.64816666666667,-11.977097222222222,PC,3,4,3,3,3,4,4,5875.0,4.8405428,2.91e-05,12.441,0.023,12.097,0.024,12.038,0.027,0.194,3.59,2024-03-12,True,False,5.91
71851,17932757,5718.01,11:21:05.73,41:34:35.14,170.27387499999998,41.57642777777778,PC,2,4,4,2,4,4,4,3922.0,716.84268937931,0.0057526752,9.616,0.021,8.987001,0.024,8.776,0.018,0.8,4.542,2024-01-26,True,False,7.7
8506,219189765,737.01,11:24:03.55,-19:33:25.05,171.01479166666664,-19.556958333333334,CP,3,5,5,3,4,4,4,3394.0,1.7318529396486,1.841744e-06,13.25,0.023,12.602,0.029,12.361,0.031,0.845,2.6418,2019-06-10,False,True,6.935
8470,219187649,676.01,11:24:49.43,-18:37:02.2,171.2059583333333,-18.61727777777778,PC,3,5,5,3,4,4,4,5430.0,2.15030072322,4.486041e-06,12.629,0.03,12.319,0.035,12.133,0.03,1.5,1.2022,2019-06-10,False,True,7.367
67775,380619414,5144.01,11:43:37.93,06:33:49.62,175.90804166666666,6.563783333333333,KP,5,5,5,5,5,5,5,5817.3,2.655675250962,1.099895e-05,9.275,0.033,8.925,0.036,8.733,0.026,1.475,1.6,2025-02-19,False,False,6.34
69188,396932137,5521.01,11:45:55.55,11:22:14.99,176.4814583333333,11.370830555555557,PC,3,4,3,3,4,4,4,6379.0,18.5146638,4.69e-05,8.481,0.041,8.231,0.038,8.162,0.023,0.417,3.692,2024-02-17,True,False,7.6
8524,413376180,781.01,11:46:57.32,-22:33:46.84,176.73883333333333,-22.563011111111113,KP,5,5,5,5,5,5,5,5227.0,1.3541341741811,6.3315395e-07,11.906,0.024,11.475,0.023,11.386,0.023,1.2562,4.4,2020-02-12,False,False,5.4
