# This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jul 03 15:41:36 2026
# Search parameters: Dec min = -30; TFOPWG Disposition = CP/KP/PC; Stellar companion separation max = 1.5


TIC ID,TOI,RA,Dec,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,TESS mag,J mag,H mag,K mag,Stellar Companion Filter Name,Stellar Companion Filter,Stellar Companion notes,Stellar Companion user,Stellar Companion Separation,Stellar Companion Separation Unc.,Stellar Companion Position angle,Stellar Companion Position angle Unc.,Stellar Companion Delta mag,Stellar Companion Delta mag Unc.,Stellar Companion Observation date,Stellar Companion Tag
232635922,1745.01,18:44:32.71,54:56:59.64,PC,2,4,2,2,4,4,4,12.7963,11.518,10.922,10.756,Brgamma,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type M5.5V,ciardi,0.98,0.01,7.5,0.1,3.752,0.0223,2021-08-24,99571
232635922,1745.01,18:44:32.71,54:56:59.64,PC,2,4,2,2,4,4,4,12.7963,11.518,10.922,10.756,Hcont,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type M5V,ciardi,0.98,0.01,7.5,0.1,3.716,0.0194,2021-08-24,99571
232650365,1746.01,18:47:04.25,54:54:38.46,PC,1,4,1,2,4,4,4,11.9589,10.277,9.719,9.501,Brgamma,,Palomar AO (PI: ciardi): Companion is TIC1717726681,ciardi,0.943,0.004,173.8,1,0.098,0.008,2021-11-11,102223
232650365,1746.01,18:47:04.25,54:54:38.46,PC,1,4,1,2,4,4,4,11.9589,10.277,9.719,9.501,Hcont,,Palomar AO (PI: ciardi): Companion is TIC1717726681,ciardi,0.933,0.004,173.5,1,0.101,0.013,2021-11-11,102223
232650365,1746.01,18:47:04.25,54:54:38.46,PC,1,4,1,2,4,4,4,11.9589,10.277,9.719,9.501,J,1.238 (0.271) microns,,dressing,0.875,,166.9,,0.186,,2021-04-29,441870
232650365,1746.01,18:47:04.25,54:54:38.46,PC,1,4,1,2,4,4,4,11.9589,10.277,9.719,9.501,Ks,2.15 (0.32) microns,,dressing,0.937,,168.9,,0.06,,2021-04-29,441870
232650365,1746.01,18:47:04.25,54:54:38.46,PC,1,4,1,2,4,4,4,11.9589,10.277,9.719,9.501,G,,Gaia EDR3: close binary, consistent parallax,crossfield,0.93,,351,1,351,,2021-06-02,97406
232650365,1746.02,18:47:04.25,54:54:38.46,PC,1,4,1,1,4,4,4,11.9589,10.277,9.719,9.501,Brgamma,,Palomar AO (PI: ciardi): Companion is TIC1717726681,ciardi,0.943,0.004,173.8,1,0.098,0.008,2021-11-11,102223
232650365,1746.02,18:47:04.25,54:54:38.46,PC,1,4,1,1,4,4,4,11.9589,10.277,9.719,9.501,Hcont,,Palomar AO (PI: ciardi): Companion is TIC1717726681,ciardi,0.933,0.004,173.5,1,0.101,0.013,2021-11-11,102223
232650365,1746.02,18:47:04.25,54:54:38.46,PC,1,4,1,1,4,4,4,11.9589,10.277,9.719,9.501,J,1.238 (0.271) microns,,dressing,0.875,,166.9,,0.186,,2021-04-29,441870
232650365,1746.02,18:47:04.25,54:54:38.46,PC,1,4,1,1,4,4,4,11.9589,10.277,9.719,9.501,Ks,2.15 (0.32) microns,,dressing,0.937,,168.9,,0.06,,2021-04-29,441870
232650365,1746.02,18:47:04.25,54:54:38.46,PC,1,4,1,1,4,4,4,11.9589,10.277,9.719,9.501,G,,Gaia EDR3: close binary, consistent parallax,crossfield,0.93,,351,1,351,,2021-06-02,97406
229938290,1783.01,19:10:43.44,64:09:13.18,PC,2,4,4,2,4,4,4,9.2742,8.452,8.086,7.99,J+Ch4-1.2,1.183 (0.040) microns,,dressing,1.392,,229.1,,1.957,,2021-07-19,441870
229938290,1783.01,19:10:43.44,64:09:13.18,PC,2,4,4,2,4,4,4,9.2742,8.452,8.086,7.99,Ks,2.15 (0.32) microns,,dressing,1.389,,229.3,,1.278,,2021-07-19,441870
229938290,1783.01,19:10:43.44,64:09:13.18,PC,2,4,4,2,4,4,4,9.2742,8.452,8.086,7.99,Kcont,,,ciardi,1.389,0.004,232.18,0.06,1.623,0.008,2022-06-23,416632
229938290,1783.01,19:10:43.44,64:09:13.18,PC,2,4,4,2,4,4,4,9.2742,8.452,8.086,7.99,J,,,ciardi,1.383,0.004,232.03,0.06,2.031,0.008,2022-06-23,416632
29191596,1792.01,10:06:52.81,45:52:59.98,PC,3,4,3,4,4,4,4,8.676,7.963,7.644,7.521,J,1.238 (0.271) microns,,dressing,1.456,,276.7,,2.782,,2020-12-29,441870
29191596,1792.01,10:06:52.81,45:52:59.98,PC,3,4,3,4,4,4,4,8.676,7.963,7.644,7.521,Ks,2.15 (0.32) microns,,dressing,1.468,,276.2,,2.072,,2020-12-29,441870
29191596,1792.01,10:06:52.81,45:52:59.98,PC,3,4,3,4,4,4,4,8.676,7.963,7.644,7.521,,880 (70) nm,,safonov,1.462,0.015,278.8,0.04,3.7,0.4,2020-10-28,51871
29191596,1792.01,10:06:52.81,45:52:59.98,PC,3,4,3,4,4,4,4,8.676,7.963,7.644,7.521,832,832 (40) nm,uncertain fit,furlan,1.282,,82.9,,4.91,,2021-02-07,94662
286916251,1794.01,13:33:35.4,49:03:39.03,CP,2,5,5,2,4,4,4,9.69924,9.094,8.765,8.692,Ks,2.15 (0.32) microns,,dressing,0.645,,338.9,,3.823,,2020-11-30,441870
286916251,1794.01,13:33:35.4,49:03:39.03,CP,2,5,5,2,4,4,4,9.69924,9.094,8.765,8.692,Brgamma,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of M3V,ciardi,0.74,0.01,339.4,0.1,3.5094,0.0456,2021-06-21,97864
286916251,1794.01,13:33:35.4,49:03:39.03,CP,2,5,5,2,4,4,4,9.69924,9.094,8.765,8.692,Hcont,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of M3V,ciardi,0.74,0.01,339.4,0.1,3.6584,0.0518,2021-06-21,97864
286916251,1794.01,13:33:35.4,49:03:39.03,CP,2,5,5,2,4,4,4,9.69924,9.094,8.765,8.692,832,832 (40) nm,uncertain fit,furlan,0.744,,339.2,,4.93,,2020-06-07,101323
286916251,1794.01,13:33:35.4,49:03:39.03,CP,2,5,5,2,4,4,4,9.69924,9.094,8.765,8.692,832,832 (40) nm,,furlan,0.735,,339.5,,4.95,,2020-06-09,101326
393831507,1820.01,12:30:44.81,27:27:07.21,CP,3,5,5,3,4,4,4,10.5268,9.915,9.587,9.508,I,879 (289) nm,,ziegler,0.4659,,103.4,,3.8,,2022-06-12,418512
393831507,1820.01,12:30:44.81,27:27:07.21,CP,3,5,5,3,4,4,4,10.5268,9.915,9.587,9.508,562,562 (44) nm,NESSI@WIYN; fit failed, delta-mag is unknown,everett,0.492,,106.808,,9.99,,2021-04-01,417368
393831507,1820.01,12:30:44.81,27:27:07.21,CP,3,5,5,3,4,4,4,10.5268,9.915,9.587,9.508,832,832 (40) nm,NESSI@WIYN,everett,0.464,,102.015,,4.17,,2021-04-01,417368
393831507,1820.01,12:30:44.81,27:27:07.21,CP,3,5,5,3,4,4,4,10.5268,9.915,9.587,9.508,I,,,safonov,0.471,0.005,102.82,0.18,4,1.7,2020-12-02,93048
207468071,1836.01,16:23:37.9,54:41:24.28,CP,3,5,5,3,4,4,4,9.29416,8.799,8.586,8.531,Brgamma,,Associated with TIC 207468069 0.2 arcsec binary, both uploaded,ciardi,0.819,0.01,12.3,0.1,5.722,0.0534,2021-06-22,97909
207468071,1836.01,16:23:37.9,54:41:24.28,CP,3,5,5,3,4,4,4,9.29416,8.799,8.586,8.531,Hcont,,Associated with TIC 207468069 0.2 arcsec binary, both uploaded,ciardi,0.821,0.01,12.3,0.1,5.7549,0.05,2021-06-22,97909
229490898,1872.01,19:45:01.75,64:47:30.85,PC,3,4,4,3,3,4,4,11.9414,11.435,11.245,11.198,I,,PA 180 deg ambiguity,safonov,0.181,0.002,56.18,0.1,1.2,0.1,2020-10-28,51841
219762508,1878.01,17:30:25.27,63:07:22.85,PC,3,4,4,3,4,4,4,12.9737,12.365,12.032,11.976,Brgamma,,Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):,ciardi,0.311,0.002,316.3,0.65,2.151,0.026,2023-07-02,429873
26547036,2010.01,19:28:40.07,53:29:14.53,CP,3,5,5,3,4,4,4,9.26693,8.656,8.344,8.281,832,832 (40) nm,no delta(m) measurement, uncertain fit,furlan,1.499,,138,,-100,,2020-06-07,101324
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,,880 (70) nm,,safonov,0.419,0.004,67.08,0.05,0.8,0.1,2020-10-21,51947
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,Brgamma,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type A3V,ciardi,0.41,0.01,67.6,0.1,0.427,0.0055,2021-08-08,99529
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,Hcont,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type A3V,ciardi,0.41,0.01,67.2,0.1,0.426,0.0041,2021-08-08,99529
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,562,562 (54) nm,180 degree ambiguity in PA,furlan,0.415,,245.9,,0.45,,2020-12-03,93556
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,832,832 (40) nm,180 degree ambiguity in PA,furlan,0.415,,246.2,,0.41,,2020-12-03,93556
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,J,1.238 (0.271) microns,,dressing,0.402,,63.7,,0.191,,2020-12-01,441870
53709089,2035.01,01:10:56.81,61:05:31.59,PC,3,4,3,3,4,4,4,9.1196,8.775,8.735,8.701,Ks,2.15 (0.32) microns,,dressing,0.415,,64.3,,0.461,,2020-12-01,441870
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,Brgamma,,Palomar AO (PI: Ciardi with Clark):,ciardi,0.605,0.004,91.42,0.33,1.535,0.01,2023-06-06,429192
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,Hcont,,Palomar AO (PI: Ciardi with Clark):,ciardi,0.598,0.004,90.48,0.34,1.501,0.014,2023-06-06,429192
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,J,1.238 (0.271) microns,,dressing,0.501,,88.8,,1.598,,2020-12-29,441870
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,Ks,2.15 (0.32) microns,,dressing,0.602,,87.6,,1.615,,2020-12-29,441870
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,832,832 (40) nm,NESSI@WIYN,everett,0.602,,89.396,,1.71,,2022-04-18,417018
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,562,562 (44) nm,NESSI@WIYN,everett,0.612,,90.693,,1.74,,2021-04-01,417306
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,832,832 (40) nm,NESSI@WIYN,everett,0.604,,90.207,,1.61,,2021-04-01,417306
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,I,879 (289) nm,,ziegler,0.6068,,89.9,,1.7,,2021-04-27,96836
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,I,,,safonov,0.61,0.006,90.03,0.05,1.9,0.1,2021-01-23,96448
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,562,562 (44) nm,NESSI@WIYN,everett,0.603,,89.37,,1.82,,2026-05-08,473606
229888286,2057.01,15:04:27.96,28:12:56.57,PC,3,4,3,3,4,4,4,10.7165,10.104,9.884,9.827,832,832 (40) nm,NESSI@WIYN,everett,0.601,,89.411,,1.68,,2026-05-08,473606
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,692,692 (40) nm,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,4.269,0.15,,33861
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,i,,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,3.95,0.33,,33861
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,880,880 (50) nm,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,3.379,0.15,,33861
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,J,,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,2.8,0.1,,33861
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,H,,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,2.5,0.1,,33861
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5,5,5,5,5,5,5,10.854,10.232,9.92,9.846,K,,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=http://adsabs.harvard.edu/abs/2015ApJ...806..248W target=_blank>13</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1 from ExoFOP-Kepler on 2020-08-28,furlan,1.112,0.051,136.2,1.1,2.359,0.029,,33861
1716467085,2149.01,19:02:23.16,42:30:26.69,PC,3,4,4,3,4,4,4,10.1099,,,,562,562 (54) nm,uncertain fit,furlan,1.106,,239.9,,1.86,,2022-09-14,422593
1716467085,2149.01,19:02:23.16,42:30:26.69,PC,3,4,4,3,4,4,4,10.1099,,,,832,832 (40) nm,,furlan,1.218,,246.3,,1.62,,2022-09-14,422593
395393265,2152.01,01:45:21.35,77:47:24.44,CP,3,4,4,3,4,4,4,10.7053,9.973,9.669,9.597,I,,Constrast uncertainty is formal,safonov,0.762,0.008,86.11,0.26,4.5,4.5,2020-10-28,51907
268823307,2182.01,19:57:37.69,44:02:06.14,KP,5,5,5,5,5,5,5,12.7655,12.115,11.863,11.769,J,,B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI18 from ExoFOP-Kepler on 2020-08-28,furlan,0.912,0.05,167.3,1,5.365,0.041,,33870
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,3,4,3,3,3,4,4,10.1738,9.163,8.608,8.468,562,562 (54) nm,uncertain fit,furlan,0.299,,118.6,,3.45,,2021-06-27,98804
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,3,4,3,3,3,4,4,10.1738,9.163,8.608,8.468,832,832 (40) nm,,furlan,0.298,,118.7,,3.63,,2021-06-27,98804
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,3,4,3,3,3,4,4,10.1738,9.163,8.608,8.468,I,879 (289) nm,,ziegler,0.2915,,116.7,,3.8,,2020-10-29,61005
265146266,2255.01,21:07:34.25,74:22:59.71,PC,3,4,4,3,3,4,4,12.0836,11.205,10.83,10.728,I,,PA 180 deg ambiguity,safonov,0.204,0.002,29.32,0.12,1.5,0.1,2020-12-02,93024
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,J,1.238 (0.271) microns,,dressing,0.225,,301.1,,0.252,,2020-12-01,441870
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,Ks,2.15 (0.32) microns,,dressing,0.289,,296.2,,0.235,,2020-12-01,441870
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.376,,119.803,,1.08,,2022-04-21,417032
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.283,,119.803,,1.39,,2022-04-21,417032
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,,750 (300) nm,,naderi,0.281,,299.81,,1.58,,2022-04-26,418964
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,,750 (300) nm,,naderi,0.375,,301.21,,1.29,,2022-04-26,418965
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,562,562 (44) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.384,,120.273,,1.3,,2021-04-01,417330
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.381,,119.868,,1.03,,2021-04-01,417330
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,562,562 (44) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.284,,119.827,,1.66,,2021-04-01,417330
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.282,,119.868,,1.3,,2021-04-01,417330
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,Brgamma,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.289,0.01,297.9,0.1,0.3766,0.0113,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,Brgamma,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.373,0.01,299.3,0.1,0.3395,0.0108,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,Hcont,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.281,0.01,298.2,0.1,0.3423,0.0309,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,Hcont,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.369,0.01,299.2,0.1,0.3213,0.0312,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,J,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.285,0.01,297.7,0.1,0.1355,0.0159,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,J,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of K5V,ciardi,0.368,0.01,298.8,0.1,0.2227,0.0155,2021-06-21,97871
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,I,,PA 180 deg ambiguity, likely triple,safonov,0.384,0.004,300.64,0.07,1.3,0.1,2021-01-23,96464
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,I,,,safonov,0.281,0.003,299.13,0.05,1.2,0.1,2021-07-20,99214
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,562,562 (44) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.294,,117.274,,1.83,,2026-05-07,473611
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,562,562 (44) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.342,,116.843,,1.29,,2026-05-07,473611
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.291,,120.496,,1.51,,2026-05-07,473611
262880065,2256.01,15:01:15.76,40:56:48.58,PC,2,4,2,2,4,4,4,10.446,9.64,9.223,9.125,832,832 (40) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.342,,120.496,,1.07,,2026-05-07,473611
229787062,2261.01,18:56:05.44,70:15:14.83,PC,3,4,3,3,3,4,4,12.4841,11.699,11.311,11.248,I,,,safonov,0.777,0.008,172.17,0.04,2,0.1,2020-10-17,51842
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,J,1.238 (0.271) microns,,dressing,0.585,,199.6,,1.602,,2021-03-03,441870
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,Ks,2.15 (0.32) microns,,dressing,0.581,,200.2,,1.336,,2021-03-03,441870
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,562,562 (44) nm,NESSI@WIYN,everett,0.584,,203.709,,3.5,,2021-03-30,417346
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,832,832 (40) nm,NESSI@WIYN,everett,0.583,,202.828,,2.44,,2021-03-30,417346
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,Brgamma,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of F1V,ciardi,0.576,0.01,204.9,0.1,1.3092,0.0089,2021-02-24,95933
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,Hcont,,Assuming companion is bound and based on delta_mag, star has estimated spectral type of F2V,ciardi,0.578,0.01,204.8,0.1,1.4311,0.0083,2021-02-24,95933
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,,625 (50) nm,,safonov,0.589,0.006,203.13,0.08,3.4,0.6,2021-01-24,96475
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,Ks,,Companion at <1 arcsec. Shane NIR Adaptive Optics (PI: Dressing),giacalone,0.6,0.2,190,10,3,1,2021-03-04,94986
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,562,562 (44) nm,NESSI@WIYN,everett,0.606,,204.86,,3.43,,2026-05-08,473616
310231275,2265.01,15:59:09.06,32:23:45.5,PC,2,5,5,2,4,4,4,9.1021,8.422,8.065,8.015,832,832 (40) nm,NESSI@WIYN,everett,0.611,,204.382,,2.43,,2026-05-08,473616
459837008,2267.01,04:20:14.76,84:54:02.97,CP,2,4,4,2,4,4,4,12.2591,10.353,9.765,9.459,832,832 (40) nm,180 degree ambiguity in PA,furlan,0.384,,279.7,,1.55,,2021-12-09,419254
459837008,2267.01,04:20:14.76,84:54:02.97,CP,2,4,4,2,4,4,4,12.2591,10.353,9.765,9.459,I,,,safonov,0.408,0.004,285.16,0.07,1.8,0.1,2020-10-25,51931
459837008,2267.02,04:20:14.76,84:54:02.97,PC,2,4,4,2,3,4,4,12.2591,10.353,9.765,9.459,832,832 (40) nm,180 degree ambiguity in PA,furlan,0.384,,279.7,,1.55,,2021-12-09,419254
459837008,2267.02,04:20:14.76,84:54:02.97,PC,2,4,4,2,3,4,4,12.2591,10.353,9.765,9.459,I,,,safonov,0.408,0.004,285.16,0.07,1.8,0.1,2020-10-25,51931
459837008,2267.03,04:20:14.76,84:54:02.97,CP,1,4,4,1,4,4,4,12.2591,10.353,9.765,9.459,832,832 (40) nm,180 degree ambiguity in PA,furlan,0.384,,279.7,,1.55,,2021-12-09,419254
459837008,2267.03,04:20:14.76,84:54:02.97,CP,1,4,4,1,4,4,4,12.2591,10.353,9.765,9.459,I,,,safonov,0.408,0.004,285.16,0.07,1.8,0.1,2020-10-25,51931
236934268,2292.01,20:17:03.99,65:09:13.84,PC,2,4,2,2,4,4,4,10.8746,10.221,9.889,9.836,832,832 (40) nm,,furlan,0.231,,91.7,,3.73,,2021-06-25,101597
236934268,2292.01,20:17:03.99,65:09:13.84,PC,2,4,2,2,4,4,4,10.8746,10.221,9.889,9.836,I,,,safonov,0.239,0.003,93.5,0.28,3.9,1.3,2021-07-12,99199
229608594,2298.01,18:18:02.89,74:27:59.53,PC,3,5,5,3,3,4,4,11.1919,10.121,9.477,9.342,832,832 (40) nm,NESSI@WIYN; merely suspected detection; 180 degree ambiguity in PA,everett,0.076,,329.206,,1.82,,2022-09-18,421658
