# This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Mon Aug 03 13:54:22 2026
# Search parameters: Dec min = -30; TFOPWG Disposition = CP/KP/PC; Stellar companion separation max = 1.5


TIC ID,TOI,RA,Dec,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,Teff (TOI),Orbital Period (TOI),Orbital Period (TOI) Unc.,J mag,J mag Unc.,H mag,H mag Unc.,K mag,K mag Unc.,Spectroscopy Instrument,Spectroscopy Spectral Resolution,Spectroscopy Wavelength Coverage,Imaging Instrument,Imaging Contrast magnitude,Imaging Contrast separation,Stellar Companion Separation,Stellar Companion Delta mag,Stellar Companion Observation date
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,CORALIE,60000,3870-6890 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,SpeX,2000,0.7-2.55 microns,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.281,1.7033,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,CORALIE,60000,3870-6890 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,SpeX,2000,0.7-2.55 microns,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.28,1.6358,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,CORALIE,60000,3870-6890 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,SpeX,2000,0.7-2.55 microns,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.276,1.7204,2018-09-18
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,CORALIE,60000,3870-6890 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,SpeX,2000,0.7-2.55 microns,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.2894,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,CORALIE,60000,3870-6890 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,NRES,53000,380-860 nm,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,SpeX,2000,0.7-2.55 microns,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
290131778,123.01,21:18:47.9,-26:36:58.95,CP,3,5,5,5,4,5,3,6188,3.3088922,0.0000071,7.232,0.026,7.048,0.021,6.959,0.024,TRES,44000,3850-9096 Angstroms,NIRC2,6.851,0.5,1.292,1.8,2018-09-25
