# This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Tue Dec 16 12:44:13 2025
# Search parameters: Dec min = -50.; TFOPWG Disposition = CP/KP/PC; Stellar companion separation max = 1.5


TIC ID,TOI,RA,Dec,TFOPWG Disposition,Teff (TOI),log(g) (TOI),Stellar Radius (TOI),TESS mag,J mag,H mag,K mag,Stellar Companion Separation
220139435,2597.01,06:36:05.05,08:25:48.73,PC,7080,3.67,3.05,9.536,9.164,9.026,8.973,0.0873
220139435,2597.01,06:36:05.05,08:25:48.73,PC,7080,3.67,3.05,9.536,9.164,9.026,8.973,0.259
220139435,2597.01,06:36:05.05,08:25:48.73,PC,7080,3.67,3.05,9.536,9.164,9.026,8.973,0.09
234160911,2600.01,06:45:38,00:40:06.79,PC,4825,,3.5,10.276,9.254,8.758,8.563,0.5957
234160911,2600.01,06:45:38,00:40:06.79,PC,4825,,3.5,10.276,9.254,8.758,8.563,0.593
234160911,2600.01,06:45:38,00:40:06.79,PC,4825,,3.5,10.276,9.254,8.758,8.563,0.595
456844391,2601.01,07:33:37.83,-21:28:05.35,PC,7668,,1.93,10.8943,10.604,10.534,10.503,0.3648
318812447,2634.01,02:44:08.77,03:54:36.84,PC,5349.16,4.438,0.95524001121521,10.9648,10.161,9.786,9.634,0.174
318812447,2634.01,02:44:08.77,03:54:36.84,PC,5349.16,4.438,0.95524001121521,10.9648,10.161,9.786,9.634,0.166
318812447,2634.01,02:44:08.77,03:54:36.84,PC,5349.16,4.438,0.95524001121521,10.9648,10.161,9.786,9.634,0.1917
318812447,2634.01,02:44:08.77,03:54:36.84,PC,5349.16,4.438,0.95524001121521,10.9648,10.161,9.786,9.634,0.188
318812447,2634.01,02:44:08.77,03:54:36.84,PC,5349.16,4.438,0.95524001121521,10.9648,10.161,9.786,9.634,0.177
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.19
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.19
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.191
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.191
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.191
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.19
190721237,2670.01,08:55:01.2,-37:20:28.48,PC,6332,,1.3927099704742,9.5986,9.084,8.83,8.778,0.1995
1018843,2673.01,08:43:43.72,-26:58:50.97,PC,5601.4,4.24,1.24,8.8448,8.189,7.861,7.728,1.054
1018843,2673.01,08:43:43.72,-26:58:50.97,PC,5601.4,4.24,1.24,8.8448,8.189,7.861,7.728,1.054
1018843,2673.01,08:43:43.72,-26:58:50.97,PC,5601.4,4.24,1.24,8.8448,8.189,7.861,7.728,1.0685
1018843,2673.01,08:43:43.72,-26:58:50.97,PC,5601.4,4.24,1.24,8.8448,8.189,7.861,7.728,1.011
1018843,2673.01,08:43:43.72,-26:58:50.97,PC,5601.4,4.24,1.24,8.8448,8.189,7.861,7.728,1.057
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.5417
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.517
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.06
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.527
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.538
398736713,2677.01,02:20:58.17,-10:23:07.68,PC,5186.9,,1.53,10.8489,10.085,9.618,9.529,0.528
200320748,2683.01,05:05:15.4,-42:07:43.2,PC,6295.5,,2.21,12.4435,11.866,11.589,11.5,0.151
71345362,2691.01,03:00:27.74,-21:16:08.98,PC,5283,,0.95,12.5728,11.839,11.453,11.376,0.2555
457202957,2706.01,04:48:50.59,02:28:33.42,PC,5807,4.26,1.25,13.4046,12.612,12.271,12.156,1.088
362026280,2712.01,04:24:35.35,02:34:30.99,PC,5140.1,,,13.0933,12.268,11.902,11.852,0.377
362026280,2712.01,04:24:35.35,02:34:30.99,PC,5140.1,,,13.0933,12.268,11.902,11.852,0.382
167714124,2721.01,05:21:41.1,-38:39:24.58,PC,5744.2,,0.97,12.8482,12.175,11.822,11.775,0.3124
167714124,2721.01,05:21:41.1,-38:39:24.58,PC,5744.2,,0.97,12.8482,12.175,11.822,11.775,0.305
167714124,2721.01,05:21:41.1,-38:39:24.58,PC,5744.2,,0.97,12.8482,12.175,11.822,11.775,0.312
235300016,2750.01,06:53:08.41,10:39:21.28,PC,,,,11.8145,11.003,10.662,10.601,1.1442
388934707,2774.01,05:35:58.28,-07:41:18.14,PC,4926.5,,1.54,12.627,11.606,11.13,11.026,0.7791
317546777,2780.01,05:52:58.6,-16:17:10.37,PC,7169,4.08,1.92,12.8475,12.443,12.272,12.182,1.3942
317546777,2780.01,05:52:58.6,-16:17:10.37,PC,7169,4.08,1.92,12.8475,12.443,12.272,12.182,0.3819
317417916,2781.01,05:51:16.9,-13:22:51.76,PC,3868,4.57,0.7,12.9395,11.693,11.046,10.911,0.4471
317417916,2781.01,05:51:16.9,-13:22:51.76,PC,3868,4.57,0.7,12.9395,11.693,11.046,10.911,0.452
139444326,2802.01,05:22:55.48,-21:57:20.47,PC,5668,4.35,1.58,11.526,10.905,10.591,10.501,0.6051
139444326,2802.01,05:22:55.48,-21:57:20.47,PC,5668,4.35,1.58,11.526,10.905,10.591,10.501,0.6
139444326,2802.01,05:22:55.48,-21:57:20.47,PC,5668,4.35,1.58,11.526,10.905,10.591,10.501,0.602
45655786,2809.01,09:56:08.33,-38:05:19.8,PC,6225,,1.337700009346,10.9095,10.312,10.043,10.009,0.296
45655786,2809.01,09:56:08.33,-38:05:19.8,PC,6225,,1.337700009346,10.9095,10.312,10.043,10.009,0.296
45655786,2809.01,09:56:08.33,-38:05:19.8,PC,6225,,1.337700009346,10.9095,10.312,10.043,10.009,0.296
271035369,2823.01,08:20:43.16,-25:41:29.28,PC,8083.5,,,12.1195,11.78,11.704,11.656,0.3858
123462119,2826.01,06:51:19.84,-11:35:10.47,PC,9168,,,12.8565,12.31,12.176,12.106,0.8598
440775339,2827.01,07:14:53.27,11:59:21.82,PC,5857.2,3.94,1.49,11.1865,10.614,10.318,10.242,0.0817
178577607,2840.01,07:14:35.82,-06:50:07.07,PC,5957,4.39,1.11,12.9159,12.227,11.903,11.82,1.43
178577607,2840.01,07:14:35.82,-06:50:07.07,PC,5957,4.39,1.11,12.9159,12.227,11.903,11.82,1.266
178577607,2840.01,07:14:35.82,-06:50:07.07,PC,5957,4.39,1.11,12.9159,12.227,11.903,11.82,1.4644
409264172,2869.01,07:18:37.71,-13:03:53.21,PC,8531,,,12.9451,12.302,12.17,12.053,0.8049
14709225,2870.01,07:27:11.41,14:57:28.34,PC,5409,,2,12.5266,11.711,11.357,11.274,0.8489
319932686,2883.01,07:18:14.2,-32:57:27.4,PC,6016,,,12.3661,11.734,11.503,11.434,0.3743
260120451,2905.01,08:43:50.79,-45:58:19.28,PC,5163.2,,,12.41,11.534,11.311,11.177,1.4172
192003741,2907.01,09:07:01.29,-36:33:36.23,PC,6020,,,12.3447,11.704,11.518,11.431,0.3944
191496430,2909.01,09:02:40.46,-37:01:00.56,PC,7776.7,,1.64,11.3289,10.914,10.795,10.771,0.1842
48210046,2920.01,09:52:10.45,-34:38:16.01,PC,6060,4.2,1.4,12.8212,12.091,11.827,11.732,0.5674
44510874,2925.01,09:41:52.94,-41:29:00.96,PC,7164,4.28,1.51,11.49,10.914,10.668,10.593,0.3435
453452264,2971.01,11:18:35.56,-11:58:37.55,PC,5875,4.4,1.08,13.0634,12.441,12.097,12.038,0.185
453452264,2971.01,11:18:35.56,-11:58:37.55,PC,5875,4.4,1.08,13.0634,12.441,12.097,12.038,0.194
423393242,2975.01,10:29:04.87,-20:55:45.37,PC,5333.5,4.43,0.96,13.1221,12.325,11.981,11.865,0.272
211446495,2982.01,11:03:12.54,-09:57:48.49,PC,5268,4.92,0.55,13.4964,12.648,12.201,12.109,1.142
211446495,2982.01,11:03:12.54,-09:57:48.49,PC,5268,4.92,0.55,13.4964,12.648,12.201,12.109,1.126
105759569,2988.01,10:25:33.09,-37:24:27.56,PC,5564.2,,1.36,12.426,11.75,11.465,11.34,0.2262
364427226,3087.01,10:45:07.34,-48:38:57.38,PC,6920,,,12.3411,11.866,11.673,11.637,0.5444
347715478,3089.01,12:11:24.11,-11:59:51.25,PC,5229,,0.93,12.4641,11.634,11.265,11.101,0.5913
147092818,3102.01,10:47:46.85,-47:01:29.79,PC,5569.2,,,12.7544,12.064,11.787,11.728,0.1904
132963419,3104.01,09:57:03.27,-49:45:01.71,PC,4445,,,12.6304,11.485,10.914,10.821,0.2021
124453339,3106.01,13:14:35.68,-30:43:21.81,PC,5506.2,,1.28,11.8817,11.045,10.731,10.589,0.7927
80778619,3116.01,11:03:48.3,-48:31:34.71,PC,6316,4.14,1.5764199495316,12.4173,11.723,11.458,11.368,0.7966
48661942,3139.01,15:18:57.78,-28:24:37.77,PC,5449,4.24,1.43,11.9118,11.193,10.922,10.863,0.2441
440872576,3160.01,14:58:15.81,-27:40:57.18,PC,6200,4.09,1.62,11.9333,11.287,11.004,10.894,0.331
440872576,3160.01,14:58:15.81,-27:40:57.18,PC,6200,4.09,1.62,11.9333,11.287,11.004,10.894,0.3308
366248595,3184.01,15:06:35.73,-47:13:30.12,PC,6071,4.04,1.68,12.2859,11.572,11.294,11.208,0.8969
245027119,3187.01,13:10:19.19,-48:54:31.99,PC,5438.8,4.3,4.54,11.1799,10.317,10,9.879,1.3
245027119,3187.01,13:10:19.19,-48:54:31.99,PC,5438.8,4.3,4.54,11.1799,10.317,10,9.879,1.2895
121194926,3251.01,14:59:09.09,-40:52:14.32,PC,,,,12.27,11.907,11.693,11.557,1.4176
114181798,3285.01,19:41:15.66,-35:14:48.94,PC,5969,4.17,1.43,12.6771,11.89,11.548,11.462,1.4898
332314607,3312.01,18:11:37.35,-36:46:55.28,PC,3930.3,,,12.5578,11.553,11.181,11.033,0.9713
315398848,3314.01,18:38:26.56,-40:48:08.11,PC,5355,,1.37,12.4749,11.646,11.266,11.15,0.6088
86021841,3339.01,18:06:26.67,-44:07:02,PC,5766.6,,,12.2962,11.638,11.348,11.254,0.184
21997420,3345.01,17:52:12.56,-45:10:41.88,PC,7222,4.12,1.84,13.207,12.648,12.446,12.41,1.2305
131347421,3348.01,07:51:41.9,-37:10:16.81,PC,7002,,0.83,11.4872,10.933,10.819,10.719,0.4524
131730580,3367.01,09:51:10.33,-49:24:38.03,PC,,,,10.6973,10.39,10.362,10.345,0.3262
186470510,3371.01,08:50:47.8,-35:00:24.84,PC,7462,,1.8580700159073,11.5432,11.163,11.007,10.916,0.2802
130797885,3376.01,07:48:22.01,-38:01:08.35,PC,7311,4.27,1.55,13.4213,12.7,12.436,12.38,0.309
118603213,3384.01,08:40:53.63,-19:51:04.44,PC,7257,3.75,2.82,12.2146,11.759,11.665,11.58,0.9759
174426662,3386.01,07:37:16.23,-36:16:23.38,PC,6446,4.45,1.13,12.4768,11.792,11.559,11.441,0.4461
170405772,3395.01,06:54:34.77,-45:03:51.39,PC,5769.7,,,12.683,11.908,11.552,11.462,0.091
170405772,3395.01,06:54:34.77,-45:03:51.39,PC,5769.7,,,12.683,11.908,11.552,11.462,0.082
170405772,3395.01,06:54:34.77,-45:03:51.39,PC,5769.7,,,12.683,11.908,11.552,11.462,0.09
170405772,3395.01,06:54:34.77,-45:03:51.39,PC,5769.7,,,12.683,11.908,11.552,11.462,0.089
170405772,3395.01,06:54:34.77,-45:03:51.39,PC,5769.7,,,12.683,11.908,11.552,11.462,0.0864
133107143,3403.01,08:02:09.35,-41:12:19.58,PC,6764,4.19,1.6032199859619,12.0894,11.478,11.278,11.238,0.7151
238012337,3410.01,06:50:23.03,-48:32:04.04,PC,,,,11.581,11.224,11.008,11.023,1.1836
437144507,3418.01,08:13:05.89,-23:03:12.14,PC,5308.5,,,11.8994,11.054,10.63,10.537,0.459
271486001,3428.01,08:22:37.18,-29:11:16.76,PC,,,,12.1927,11.292,10.954,10.83,0.6544
134551640,3429.01,07:15:26.15,-42:26:53.12,PC,6445,4.1,1.69,12.4493,11.866,11.627,11.539,0.048
270471065,3433.01,09:01:49.43,00:58:10.61,PC,4348.2,4.48,0.78,12.7445,11.69,11.165,10.986,0.794
270471065,3433.01,09:01:49.43,00:58:10.61,PC,4348.2,4.48,0.78,12.7445,11.69,11.165,10.986,0.757
270471065,3433.01,09:01:49.43,00:58:10.61,PC,4348.2,4.48,0.78,12.7445,11.69,11.165,10.986,0.7966
455272393,3438.01,09:45:19.62,03:05:40.13,PC,5993.3,3.9,2.01,11.9581,11.373,11.127,11.045,0.964
455272393,3438.01,09:45:19.62,03:05:40.13,PC,5993.3,3.9,2.01,11.9581,11.373,11.127,11.045,0.9539
149022647,3446.01,15:24:44.2,-45:22:48.01,PC,5378.5,,,13.0573,12.253,11.94,11.832,0.7811
254909777,3480.01,15:50:39.29,-43:07:16.98,PC,5830,,,12.4119,11.668,11.441,11.397,0.2334
254909777,3480.01,15:50:39.29,-43:07:16.98,PC,5830,,,12.4119,11.668,11.441,11.397,0.4281
165827520,3494.01,13:37:34.07,-37:11:00.45,PC,3230,4.91717,0.30782100558281,12.295,10.547,9.998,9.664,0.61
165827520,3494.01,13:37:34.07,-37:11:00.45,PC,3230,4.91717,0.30782100558281,12.295,10.547,9.998,9.664,0.5927
165827520,3494.01,13:37:34.07,-37:11:00.45,PC,3230,4.91717,0.30782100558281,12.295,10.547,9.998,9.664,0.6017
165827520,3494.01,13:37:34.07,-37:11:00.45,PC,3230,4.91717,0.30782100558281,12.295,10.547,9.998,9.664,0.605
21113347,3497.01,12:27:08.95,-48:58:42.28,KP,5780,4.438,1,11.4007,10.584,10.358,10.289,0.7
390988385,3505.01,19:48:10.43,18:41:56.09,PC,6220,,1.34,10.9372,10.346,10.101,10.056,0.5171
390988385,3505.01,19:48:10.43,18:41:56.09,PC,6220,,1.34,10.9372,10.346,10.101,10.056,0.507
390988385,3505.01,19:48:10.43,18:41:56.09,PC,6220,,1.34,10.9372,10.346,10.101,10.056,0.51
102159710,3506.01,19:56:53.81,31:25:21.76,PC,5554,4.28,1.1846599578857,12.8624,12.143,11.771,11.716,0.376
102159710,3506.01,19:56:53.81,31:25:21.76,PC,5554,4.28,1.1846599578857,12.8624,12.143,11.771,11.716,0.381
244487927,3513.01,20:04:53.93,25:00:34.69,PC,7717.5,,2.14,12.5001,11.672,11.442,11.321,0.1197
1870990135,3514.01,19:42:13.63,32:36:50.76,PC,5623,4.54,0.95,12.8953,,,,1.059
1870990135,3514.01,19:42:13.63,32:36:50.76,PC,5623,4.54,0.95,12.8953,,,,0.946
417129824,3519.01,20:32:18.72,21:20:42.25,PC,5870,4.01,1.69,12.0676,11.403,11.128,11.074,1.1892
429036977,3521.01,21:07:45.54,31:46:51.42,PC,5757.3,,,12.561,11.981,11.726,11.633,0.4
106224627,3522.01,20:04:19.1,34:23:55.68,PC,5285,4.48,0.9,12.9096,11.894,11.704,11.619,1.121
106224627,3522.01,20:04:19.1,34:23:55.68,PC,5285,4.48,0.9,12.9096,11.894,11.704,11.619,1.113
417047499,3523.01,20:17:08.03,42:54:23.52,PC,6562,4.18,1.58,12.1042,11.449,11.23,11.146,0.668
417047499,3523.01,20:17:08.03,42:54:23.52,PC,6562,4.18,1.58,12.1042,11.449,11.23,11.146,0.678
417047499,3523.01,20:17:08.03,42:54:23.52,PC,6562,4.18,1.58,12.1042,11.449,11.23,11.146,0.681
417047499,3523.01,20:17:08.03,42:54:23.52,PC,6562,4.18,1.58,12.1042,11.449,11.23,11.146,0.668
326203952,3529.01,21:52:14.34,27:36:26.17,PC,5770,,1.2,12.8771,12.214,11.95,11.872,0.086
326203952,3529.01,21:52:14.34,27:36:26.17,PC,5770,,1.2,12.8771,12.214,11.95,11.872,0.086
326203952,3529.01,21:52:14.34,27:36:26.17,PC,5770,,1.2,12.8771,12.214,11.95,11.872,0.0779
326203952,3529.01,21:52:14.34,27:36:26.17,PC,5770,,1.2,12.8771,12.214,11.95,11.872,0.09
326203952,3529.01,21:52:14.34,27:36:26.17,PC,5770,,1.2,12.8771,12.214,11.95,11.872,0.09
42484503,3532.01,20:09:17.98,39:07:13.95,PC,4908.5,,,12.5112,11.654,11.236,11.139,0.259
313408643,3533.01,20:34:15.05,35:23:42.2,PC,5276.4,,,11.9114,10.701,10.35,10.065,0.256
17865622,3540.01,21:55:38.73,28:10:46.2,CP,6011.2,,1.1347600221634,10.9541,10.237,9.899,9.784,0.905
17865622,3540.01,21:55:38.73,28:10:46.2,CP,6011.2,,1.1347600221634,10.9541,10.237,9.899,9.784,0.901
17865622,3540.01,21:55:38.73,28:10:46.2,CP,6011.2,,1.1347600221634,10.9541,10.237,9.899,9.784,0.9166
17865622,3540.01,21:55:38.73,28:10:46.2,CP,6011.2,,1.1347600221634,10.9541,10.237,9.899,9.784,0.91
17865622,3540.01,21:55:38.73,28:10:46.2,CP,6011.2,,1.1347600221634,10.9541,10.237,9.899,9.784,0.91
275887811,3543.01,20:20:33.85,42:53:37.21,PC,7849,,1.99,11.9344,11.125,10.906,10.742,0.09
275887811,3543.01,20:20:33.85,42:53:37.21,PC,7849,,1.99,11.9344,11.125,10.906,10.742,0.089
15460993,3544.01,21:32:49.35,26:50:46.09,PC,5276.4,,,12.5531,11.833,11.515,11.417,0.178
15460993,3544.01,21:32:49.35,26:50:46.09,PC,5276.4,,,12.5531,11.833,11.515,11.417,0.1874
239628993,3553.01,21:42:24.91,29:52:09.75,PC,6497.2,,1.463359951973,11.0414,10.51,10.286,10.285,0.2499
239628993,3553.01,21:42:24.91,29:52:09.75,PC,6497.2,,1.463359951973,11.0414,10.51,10.286,10.285,0.25
239628993,3553.01,21:42:24.91,29:52:09.75,PC,6497.2,,1.463359951973,11.0414,10.51,10.286,10.285,0.25
169461816,3563.01,19:49:48.9,41:00:39.67,KP,6779.2,4.25,1.4911400079727,10.931,10.461,10.287,10.234,0.603
193482096,3564.01,20:23:45.69,46:06:11.31,PC,6454,4.26,1.55157995224,12.2617,11.691,11.496,11.448,1.235
436314778,3569.01,20:28:03.19,26:24:05.95,PC,6157,,1.3,11.0161,10.427,10.142,10.082,0.2547
436314778,3569.01,20:28:03.19,26:24:05.95,PC,6157,,1.3,11.0161,10.427,10.142,10.082,0.254
436314778,3569.01,20:28:03.19,26:24:05.95,PC,6157,,1.3,11.0161,10.427,10.142,10.082,0.259
436314778,3569.01,20:28:03.19,26:24:05.95,PC,6157,,1.3,11.0161,10.427,10.142,10.082,0.251
407694390,3574.01,21:46:23.81,41:40:53.68,PC,4675.9,,,13.2036,12.186,11.684,11.561,0.477
407694390,3574.01,21:46:23.81,41:40:53.68,PC,4675.9,,,13.2036,12.186,11.684,11.561,0.472
407658979,3575.01,21:45:53.58,36:14:51.46,PC,5739,4.33,1.15,12.1357,11.395,11.066,10.979,0.44
407658979,3575.01,21:45:53.58,36:14:51.46,PC,5739,4.33,1.15,12.1357,11.395,11.066,10.979,0.43
289895191,3583.01,21:03:31.73,48:41:16.42,PC,3882,,,12.066,10.469,9.76,9.557,0.589
289100911,3584.01,20:59:34.9,52:23:45.99,PC,,,,12.4109,11.184,10.823,10.732,1.09
330135981,3604.01,22:14:00.25,56:55:08.33,PC,4893.1,,,11.7344,10.845,10.364,10.252,1.176
330135981,3604.01,22:14:00.25,56:55:08.33,PC,4893.1,,,11.7344,10.845,10.364,10.252,0.3
330135981,3604.01,22:14:00.25,56:55:08.33,PC,4893.1,,,11.7344,10.845,10.364,10.252,1.176
330135981,3604.01,22:14:00.25,56:55:08.33,PC,4893.1,,,11.7344,10.845,10.364,10.252,0.3
65981892,3618.01,22:42:03.57,52:20:37.24,PC,6083,4.34,1.2,12.7362,12.068,11.787,11.698,0.234
65981892,3618.01,22:42:03.57,52:20:37.24,PC,6083,4.34,1.2,12.7362,12.068,11.787,11.698,0.24
414922696,3624.01,01:00:46.51,15:09:58.19,PC,6065,4.15,1.49,11.8728,11.21,10.9,10.872,1.225
370981403,3637.01,21:56:55.59,53:49:35.51,PC,5579.5,,,12.9487,12.161,11.957,11.933,0.139
370981403,3637.01,21:56:55.59,53:49:35.51,PC,5579.5,,,12.9487,12.161,11.957,11.933,0.13
200917197,3640.01,03:38:09.18,40:28:31.99,PC,8273,3.66,3.49,12.1395,11.762,11.667,11.641,0.726
192878624,3641.01,03:19:26.15,44:44:47.06,PC,5668.6,,,13.3405,12.605,12.319,12.232,0.458
192878624,3641.01,03:19:26.15,44:44:47.06,PC,5668.6,,,13.3405,12.605,12.319,12.232,0.451
149855074,3647.01,02:59:10.76,37:38:07.52,PC,,,,12.3524,11.461,11.088,11.033,0.811
149855074,3647.01,02:59:10.76,37:38:07.52,PC,,,,12.3524,11.461,11.088,11.033,0.82
149855074,3647.01,02:59:10.76,37:38:07.52,PC,,,,12.3524,11.461,11.088,11.033,0.809
396556650,3654.01,02:37:25.69,42:58:16.4,PC,5622,4.34,1.12,12.7096,11.263,11.655,11.048,0.56
65446983,3662.01,03:37:37.35,46:50:34.33,PC,7934,,2.02,10.7043,10.241,10.132,10.08,0.366
65440953,3665.01,03:36:51.6,44:46:11.45,PC,4977.4,4.54,0.81,12.4829,11.556,11.051,10.976,0.559
65440953,3665.01,03:36:51.6,44:46:11.45,PC,4977.4,4.54,0.81,12.4829,11.556,11.051,10.976,0.517
65440953,3665.01,03:36:51.6,44:46:11.45,PC,4977.4,4.54,0.81,12.4829,11.556,11.051,10.976,0.564
65440953,3665.01,03:36:51.6,44:46:11.45,PC,4977.4,4.54,0.81,12.4829,11.556,11.051,10.976,0.56
467580267,3668.01,03:12:52.43,35:05:36.44,PC,5921,3.6,2.73,11.2959,10.567,10.283,10.218,0.568
467580267,3668.01,03:12:52.43,35:05:36.44,PC,5921,3.6,2.73,11.2959,10.567,10.283,10.218,0.395
302470965,3676.01,02:47:47.07,49:24:37.57,PC,4828.4,,,13.3318,12.396,11.979,11.907,0.262
302470965,3676.01,02:47:47.07,49:24:37.57,PC,4828.4,,,13.3318,12.396,11.979,11.907,0.222
250803548,3687.01,02:16:04.39,53:06:30.01,PC,5854,,,13.3901,12.74,12.455,12.4,0.415
250803548,3687.01,02:16:04.39,53:06:30.01,PC,5854,,,13.3901,12.74,12.455,12.4,0.41
417676091,3700.01,05:29:00.21,68:28:53.06,PC,6166,4.41,1.119989991188,12.8166,12.195,11.9,11.809,0.897
385400633,3702.01,03:16:24.58,58:17:15.88,PC,4930.6,,,12.4434,11.435,10.986,10.851,0.222
356322454,3709.01,04:31:10.88,59:09:34.43,PC,,,,13.3033,12.14,11.77,11.637,0.523
356322454,3709.01,04:31:10.88,59:09:34.43,PC,,,,13.3033,12.14,11.77,11.637,0.526
155351556,3716.01,04:32:01.39,36:00:44.91,PC,4740,,,12.3186,11.166,10.947,10.795,0.156
155351556,3716.01,04:32:01.39,36:00:44.91,PC,4740,,,12.3186,11.166,10.947,10.795,0.149
155351556,3716.01,04:32:01.39,36:00:44.91,PC,4740,,,12.3186,11.166,10.947,10.795,0.151
417942201,3718.01,04:22:51.28,41:07:31.13,PC,6455.1,3.94,2.02,12.1578,11.382,11.088,11.017,0.971
417942201,3718.01,04:22:51.28,41:07:31.13,PC,6455.1,3.94,2.02,12.1578,11.382,11.088,11.017,0.933
322160664,3729.01,05:46:22.62,59:31:18,PC,5051.3,,,12.9676,12.032,11.641,11.523,0.313
322160664,3729.01,05:46:22.62,59:31:18,PC,5051.3,,,12.9676,12.032,11.641,11.523,0.315
417844678,3730.01,04:16:55.42,36:55:26.8,PC,4837,,,13.1507,12.127,11.823,11.702,0.329
647636934,3747.01,03:55:56.08,57:50:02.84,PC,7747,4.1,1.9856799840927,12.5715,,,,0.246
280254984,3758.01,02:45:17.67,69:06:22.53,PC,5868,4.1,1.52,12.5489,11.534,11.152,10.991,1.2
280254984,3758.01,02:45:17.67,69:06:22.53,PC,5868,4.1,1.52,12.5489,11.534,11.152,10.991,1.205
742648307,3779.01,06:58:55.97,49:58:07.45,PC,,,,13.4167,,,,0.776
742648307,3779.01,06:58:55.97,49:58:07.45,PC,,,,13.4167,,,,0.776
841226526,3828.01,10:03:34.2,67:59:24.13,PC,,,,11.227,,,,1.459
841226526,3828.01,10:03:34.2,67:59:24.13,PC,,,,11.227,,,,1.453
801354155,3829.01,09:09:41.1,31:17:32.72,PC,5385,4.33,1.08,12.3722,,,,1.463
801354155,3829.01,09:09:41.1,31:17:32.72,PC,5385,4.33,1.08,12.3722,,,,1.476
801354155,3829.01,09:09:41.1,31:17:32.72,PC,5385,4.33,1.08,12.3722,,,,1.476
308073360,3837.01,10:10:39.91,24:16:23.24,CP,5773.9,4.28,1.21,11.366,10.715,10.401,10.316,0.4383
308073360,3837.01,10:10:39.91,24:16:23.24,CP,5773.9,4.28,1.21,11.366,10.715,10.401,10.316,0.393
308073360,3837.01,10:10:39.91,24:16:23.24,CP,5773.9,4.28,1.21,11.366,10.715,10.401,10.316,0.359
376688393,3865.01,12:29:44.24,39:45:38.88,PC,5542.1,,,12.5759,11.892,11.618,11.525,0.177
154181821,3897.01,14:15:13.57,67:45:39.3,PC,5911.7,,1.19,11.9937,11.093,10.835,10.781,1.421
154181821,3897.01,14:15:13.57,67:45:39.3,PC,5911.7,,1.19,11.9937,11.093,10.835,10.781,1.412
366755319,3900.01,12:34:06.73,04:11:16.17,PC,5659,,1.09,11.9689,11.366,11.048,10.974,0.067
366755319,3900.01,12:34:06.73,04:11:16.17,PC,5659,,1.09,11.9689,11.366,11.048,10.974,0.065
366755319,3900.01,12:34:06.73,04:11:16.17,PC,5659,,1.09,11.9689,11.366,11.048,10.974,0.0618
68074302,3916.01,14:42:54.4,41:22:06.5,PC,6005,4.43,1.06,12.9339,12.371,12.053,11.969,0.129
1101855081,3922.01,15:15:19.99,40:16:01.91,PC,5247,4.59,0.8,12.251,,,,1.462
467265105,3923.01,20:35:24,61:08:27.36,PC,4964.3,,,13.0743,12.221,11.913,11.769,0.33
467265105,3923.01,20:35:24,61:08:27.36,PC,4964.3,,,13.0743,12.221,11.913,11.769,0.33
434171145,3926.01,22:50:31.29,61:09:34.51,PC,6466,,1.46,12.089,11.169,10.858,10.761,0.471
371676181,3936.01,22:57:17.29,59:12:04.94,PC,5196.8,,,12.5722,11.67,11.44,11.35,0.397
338065029,3944.01,22:31:08.52,61:38:34.8,PC,4746.7,,,12.5871,11.459,11.169,10.986,0.203
334394274,3950.01,22:04:18.91,61:37:40.56,PC,5994,4.27,1.27,13.3364,12.498,12.136,12.093,0.695
272219353,3961.01,23:42:58.67,62:17:24.45,PC,5354,,,12.8669,11.988,11.798,11.695,0.725
272219353,3961.01,23:42:58.67,62:17:24.45,PC,5354,,,12.8669,11.988,11.798,11.695,0.72
272219353,3961.01,23:42:58.67,62:17:24.45,PC,5354,,,12.8669,11.988,11.798,11.695,0.71
252049912,3969.01,23:34:34.45,54:32:29.95,PC,5371.2,,,12.5806,11.841,11.534,11.463,0.092
252049912,3969.01,23:34:34.45,54:32:29.95,PC,5371.2,,,12.5806,11.841,11.534,11.463,0.091
