Date,sunrise_UTC,sunrise_az,sunrise_el,sunrise_ra,sunrise_dec,sunrise_sidereal,sunset_UTC,sunset_az,sunset_el,sunset_ra,sunset_dec,sunset_sidereal
1999-10-28,1999-Oct-28 04:00,257.329066,-3.041775,212.02177,-12.94738,20.039240654,1999-Oct-28 16:12,102.877597,-2.971105,212.51692,-13.11795,8.2726437926
1999-10-29,1999-Oct-29 03:59,256.938158,-2.943572,212.9866,-13.28194,20.0882394985,1999-Oct-29 16:12,103.197719,-3.06622,213.48407,-13.45099,8.3383549733
1999-10-30,1999-Oct-30 03:59,256.631279,-3.070609,213.95535,-13.61327,20.153950585,1999-Oct-30 16:13,103.595583,-2.934544,214.45518,-13.78076,8.420778142
1999-10-31,1999-Oct-31 03:58,256.245003,-2.964742,214.92672,-13.94082,20.2029488536,1999-Oct-31 16:13,103.906753,-3.033501,215.42893,-14.10668,8.4864883267
1999-11-01,1999-Nov-01 03:58,255.942782,-3.083321,215.9021,-14.26493,20.2686586357,1999-Nov-01 16:13,104.213351,-3.134215,216.40603,-14.42887,8.5521976794
1999-11-02,1999-Nov-02 03:57,255.56151,-2.969555,216.88017,-14.58503,20.3176552851,1999-Nov-02 16:14,104.597044,-3.00911,217.3872,-14.74743,8.634618526
1999-11-03,1999-Nov-03 03:57,255.264348,-3.079442,217.86232,-14.90146,20.3833635013,1999-Nov-03 16:14,104.893985,-3.11359,218.37113,-15.06181,8.7003264611
1999-11-04,1999-Nov-04 03:56,254.888473,-2.957592,218.84723,-15.21365,20.4323589427,1999-Nov-04 16:15,105.267662,-2.992908,219.35919,-15.37234,8.7827463691
1999-11-05,1999-Nov-05 03:56,254.59679,-3.058602,219.83629,-15.52193,20.4980665091,1999-Nov-05 16:15,105.554492,-3.101041,220.35004,-15.67845,8.8484539665
1999-11-06,1999-Nov-06 03:55,254.226717,-2.928521,220.82814,-15.82576,20.5470619055,1999-Nov-06 16:16,105.917702,-2.984657,221.34507,-15.98047,8.9308741218
1999-11-07,1999-Nov-07 03:55,253.940946,-3.020507,221.82418,-16.12544,20.6127699759,1999-Nov-07 16:16,106.193981,-3.096289,222.34292,-16.27786,8.9965824661
1999-11-08,1999-Nov-08 03:55,253.658218,-3.107773,222.82373,-16.42064,20.6784786049,1999-Nov-08 16:17,106.546286,-2.984036,223.34499,-16.57092,9.0790037054
1999-11-09,1999-Nov-09 03:54,253.29767,-2.964927,223.8261,-16.71105,20.727475542,1999-Nov-09 16:17,106.811584,-3.098981,224.34987,-16.85911,9.1447132428
1999-11-10,1999-Nov-10 03:54,253.021524,-3.043001,224.83267,-16.99695,20.7931853468,1999-Nov-10 16:18,107.152555,-2.99066,225.35897,-17.14274,9.2271356058
1999-11-11,1999-Nov-11 03:54,252.748765,-3.11628,225.84276,-17.27804,20.8588956204,1999-Nov-11 16:18,107.406451,-3.108703,226.37087,-17.42128,9.292846058
1999-11-12,1999-Nov-12 03:53,252.39871,-2.960481,226.85564,-17.55399,20.9078938941,1999-Nov-12 16:19,107.73567,-3.004085,227.38698,-17.69502,9.3752690037
1999-11-13,1999-Nov-13 03:53,252.133214,-3.024454,227.87272,-17.82509,20.9736045509,1999-Nov-13 16:19,107.977755,-3.124992,228.40587,-17.96345,9.4409796066
1999-11-14,1999-Nov-14 03:53,251.871454,-3.083584,228.89327,-18.09102,21.0393150506,1999-Nov-14 16:20,108.294814,-3.023827,229.42894,-18.22685,9.5234022448
1999-11-15,1999-Nov-15 03:52,251.532857,-2.914703,229.91658,-18.35149,21.088312903,1999-Nov-15 16:21,108.605676,-2.924488,230.45546,-18.48489,9.6058244539
1999-11-16,1999-Nov-16 03:52,251.279035,-2.964453,230.94403,-18.60676,21.1540225574,1999-Nov-16 16:21,108.8292,-3.049359,231.4847,-18.73731,9.6715338006
1999-11-17,1999-Nov-17 03:52,251.029293,-3.009333,231.9749,-18.85652,21.2197316048,1999-Nov-17 16:22,109.12732,-2.953057,232.51807,-18.98433,9.7539548219
1999-11-18,1999-Nov-18 03:52,250.783744,-3.049338,233.00917,-19.10067,21.2854400509,1999-Nov-18 16:22,109.33807,-3.080131,233.55411,-19.22552,9.8196630105
1999-11-19,1999-Nov-19 03:52,250.542501,-3.084465,234.04682,-19.3391,21.3511480585,1999-Nov-19 16:23,109.623082,-2.986577,234.59425,-19.4611,9.9020831985
1999-11-20,1999-Nov-20 03:52,250.305673,-3.114711,235.08784,-19.57172,21.4168559337,1999-Nov-20 16:23,109.820706,-3.115584,235.63702,-19.69064,9.9677911734
1999-11-21,1999-Nov-21 03:51,249.992977,-2.919012,236.13148,-19.79826,21.4658518192,1999-Nov-21 16:24,110.092267,-3.024494,236.68386,-19.91436,10.0502120091
1999-11-22,1999-Nov-22 03:51,249.76536,-2.939813,237.17918,-20.01895,21.5315607887,1999-Nov-22 16:25,110.357019,-2.934721,237.73404,-20.13201,10.13263384
1999-11-23,1999-Nov-23 03:51,249.542451,-2.955725,238.23019,-20.23353,21.5972708799,1999-Nov-23 16:25,110.534238,-3.066278,238.78679,-20.34335,10.1983445459
1999-11-24,1999-Nov-24 03:51,249.324345,-2.966748,239.2845,-20.44191,21.6629821017,1999-Nov-24 16:26,110.785079,-2.97855,239.84355,-20.5486,10.2807685399
1999-11-25,1999-Nov-25 03:51,249.111134,-2.972888,240.34208,-20.644,21.728694105,1999-Nov-25 16:26,110.948404,-3.111396,240.90283,-20.74736,10.3464807263
1999-11-26,1999-Nov-26 03:51,248.902917,-2.974153,241.40287,-20.83972,21.7944063085,1999-Nov-26 16:27,111.185051,-3.025411,241.96603,-20.93983,10.4289050906
1999-11-27,1999-Nov-27 03:51,248.69979,-2.970557,242.46682,-21.02897,21.860118118,1999-Nov-27 16:28,111.414538,-2.940339,243.03237,-21.12578,10.5113288057
1999-11-28,1999-Nov-28 03:51,248.501854,-2.962122,243.53389,-21.21167,21.9258291106,1999-Nov-28 16:28,111.556395,-3.074653,244.10105,-21.305,10.5770392948
1999-11-29,1999-Nov-29 03:51,248.309213,-2.948878,244.604,-21.38773,21.9915391432,1999-Nov-29 16:29,111.771301,-2.990759,245.17349,-21.47764,10.6594611472
1999-11-30,1999-Nov-30 03:51,248.121969,-2.930862,245.67708,-21.55705,22.0572483131,1999-Nov-30 16:29,111.898622,-3.125505,246.24811,-21.64338,10.7251699614
1999-12-01,1999-Dec-01 03:52,248.020251,-3.126129,246.75381,-21.71966,22.1396691807,1999-Dec-01 16:30,112.098734,-3.042344,247.32635,-21.80237,10.8075906487
1999-12-02,1999-Dec-02 03:52,247.844122,-3.098437,247.83262,-21.87527,22.2053774903,1999-Dec-02 16:31,112.291422,-2.959516,248.40735,-21.95442,10.8900112535
1999-12-03,1999-Dec-03 03:52,247.673707,-3.066137,248.91414,-22.02389,22.2710858657,1999-Dec-03 16:31,112.396465,-3.09417,249.49028,-22.09933,10.9557197726
1999-12-04,1999-Dec-04 03:52,247.509105,-3.029291,249.99829,-22.16546,22.3367945667,1999-Dec-04 16:32,112.574113,-3.011317,250.57653,-22.23724,11.0381410223
1999-12-05,1999-Dec-05 03:52,247.350417,-2.987967,251.08496,-22.2999,22.402503775,1999-Dec-05 16:33,112.744239,-2.928384,251.66525,-22.36798,11.1205628383
1999-12-06,1999-Dec-06 03:52,247.19774,-2.942239,252.17404,-22.42714,22.4682135784,1999-Dec-06 16:33,112.826685,-3.061829,252.75555,-22.49138,11.1862729597
1999-12-07,1999-Dec-07 03:53,247.131069,-3.108778,253.26616,-22.54719,22.5506362723,1999-Dec-07 16:34,112.981607,-2.978044,253.84884,-22.60756,11.2686959375
1999-12-08,1999-Dec-08 03:53,246.990764,-3.054248,254.35969,-22.65982,22.6163471724,1999-Dec-08 16:34,113.048945,-3.109989,254.94346,-22.71629,11.3344070393
1999-12-09,1999-Dec-09 03:53,246.856761,-2.995563,255.45525,-22.76506,22.6820584081,1999-Dec-09 16:35,113.188595,-3.024783,256.04081,-22.81767,11.4168306679
1999-12-10,1999-Dec-10 03:53,246.729149,-2.93281,256.55271,-22.86284,22.7477697653,1999-Dec-10 16:36,113.320648,-2.938757,257.13998,-22.91154,11.4992542932
1999-12-11,1999-Dec-11 03:54,246.687889,-3.081947,257.65268,-22.95317,22.8301933101,1999-Dec-11 16:36,113.365106,-3.067495,258.24007,-22.99781,11.5649653936
1999-12-12,1999-Dec-12 03:54,246.573418,-3.011139,258.75352,-23.03587,22.8959042359,1999-Dec-12 16:37,113.481848,-2.979168,259.34247,-23.07655,11.6473883762
1999-12-13,1999-Dec-13 03:54,246.4656,-2.936545,259.85583,-23.11097,22.9616146698,1999-Dec-13 16:37,113.511104,-3.105065,260.44552,-23.14759,11.7130985001
1999-12-14,1999-Dec-14 03:55,246.444364,-3.073723,260.96025,-23.17845,23.044036802,1999-Dec-14 16:38,113.612548,-3.013858,261.55058,-23.211,11.795520303
1999-12-15,1999-Dec-15 03:55,246.350203,-2.991686,262.06509,-23.23819,23.1097460267,1999-Dec-15 16:39,113.706422,-2.921073,262.65677,-23.26668,11.8779415409
1999-12-16,1999-Dec-16 03:56,246.342688,-3.121448,263.17175,-23.29022,23.1921670536,1999-Dec-16 16:39,113.712804,-3.041733,263.76318,-23.31457,11.9436500955
1999-12-17,1999-Dec-17 03:56,246.262494,-3.032391,264.27857,-23.33446,23.2578755219,1999-Dec-17 16:40,113.791464,-2.94521,264.8712,-23.3547,12.0260708564
1999-12-18,1999-Dec-18 03:56,246.189314,-2.940045,265.38617,-23.3709,23.3235840755,1999-Dec-18 16:40,113.782736,-3.061738,265.97917,-23.387,12.0917796281
1999-12-19,1999-Dec-19 03:57,246.203055,-3.059555,266.4952,-23.39955,23.406005441,1999-Dec-19 16:41,113.846276,-2.960949,267.0885,-23.4115,12.1742014355
1999-12-20,1999-Dec-20 03:57,246.144215,-2.960807,267.604,-23.42035,23.4717154215,1999-Dec-20 16:41,113.82253,-3.072888,268.19752,-23.42814,12.2399120069
1999-12-21,1999-Dec-21 03:58,246.172368,-3.074052,268.71397,-23.43332,23.5541388274,1999-Dec-21 16:42,113.871079,-2.967349,269.30767,-23.43695,12.3223359806
1999-12-22,1999-Dec-22 03:58,246.128053,-2.969304,269.82347,-23.43844,23.6198509317,1999-Dec-22 16:42,113.832438,-3.074287,270.41726,-23.4379,12.388048445
1999-12-23,1999-Dec-23 03:59,246.170807,-3.076723,270.93389,-23.43571,23.7022758711,1999-Dec-23 16:43,113.86615,-2.963554,271.52772,-23.43101,12.4704734
1999-12-24,1999-Dec-24 03:59,246.141163,-2.966362,272.04357,-23.42514,23.767988383,1999-Dec-24 16:43,113.812754,-3.065107,272.63737,-23.41628,12.5361855948
1999-12-25,1999-Dec-25 04:00,246.198677,-3.068391,273.15393,-23.40672,23.8504124872,1999-Dec-25 16:44,113.831804,-2.948748,273.74762,-23.3937,12.618609176
1999-12-26,1999-Dec-26 04:00,246.183832,-2.952807,274.2633,-23.38048,23.9161232719,1999-Dec-26 16:44,113.763812,-3.044528,274.85682,-23.36331,12.6843194036
1999-12-27,1999-Dec-27 04:01,246.256252,-3.0499,275.37309,-23.34638,23.9985453387,1999-Dec-27 16:45,113.768398,-2.922097,275.96637,-23.32507,12.766741018
1999-12-28,1999-Dec-28 04:01,246.256324,-2.929516,276.48163,-23.3045,0.0642543303,1999-Dec-28 16:45,113.686006,-3.011695,277.07461,-23.27904,12.8324497406
1999-12-29,1999-Dec-29 04:02,246.343779,-3.022165,277.59034,-23.25478,0.1466752052,1999-Dec-29 16:45,113.596565,-3.098118,278.18217,-23.22524,12.8981582561
1999-12-30,1999-Dec-30 04:03,246.43873,-3.112865,278.69831,-23.19728,0.2290960432,1999-Dec-30 16:46,113.579819,-2.965719,279.28969,-23.16364,12.9805791984
1999-12-31,1999-Dec-31 04:03,246.461454,-2.986176,279.80464,-23.13208,0.2948048382,1999-Dec-31 16:46,113.476346,-3.045333,280.39551,-23.09434,13.046288215
