Date,sunset_UTC,sunset_az,sunset_el,sunset_ra,sunset_dec,sunset_sidereal,sunrise_UTC,sunrise_az,sunrise_el,sunrise_ra,sunrise_dec,sunrise_sidereal
2027-02-02,2027-Feb-02 04:24,253.143213,-3.063475,315.5443,-16.88956,2.8448393236,2027-Feb-02 16:47,106.711401,-3.025593,316.0736,-16.74013,15.2620779905
2027-02-03,2027-Feb-03 04:24,253.407368,-2.938016,316.55988,-16.59886,2.9105508426,2027-Feb-03 16:47,106.426,-2.951637,317.08744,-16.44692,15.3277894138
2027-02-04,2027-Feb-04 04:25,253.758694,-3.039459,317.5728,-16.30311,2.9929744151,2027-Feb-04 16:46,106.056013,-3.099056,318.09722,-16.14914,15.3767881677
2027-02-05,2027-Feb-05 04:25,254.034056,-2.916846,318.58166,-16.00285,3.0586852112,2027-Feb-05 16:46,105.763792,-3.016175,319.10434,-15.84649,15.4424986466
2027-02-06,2027-Feb-06 04:26,254.396532,-3.02196,319.58786,-15.69777,3.1411076574,2027-Feb-06 16:46,105.468411,-2.928707,320.10811,-15.53931,15.5082084225
2027-02-07,2027-Feb-07 04:27,254.764397,-3.129184,320.5907,-15.38821,3.2235293736,2027-Feb-07 16:45,105.088563,-3.063777,321.10783,-15.22792,15.5572051738
2027-02-08,2027-Feb-08 04:27,255.055842,-3.011369,321.5895,-15.07449,3.2892380963,2027-Feb-08 16:45,104.787052,-2.967557,322.10492,-14.91202,15.6229135931
2027-02-09,2027-Feb-09 04:28,255.43418,-3.122531,322.58566,-14.75632,3.3716585765,2027-Feb-09 16:44,104.4012,-3.094675,323.09799,-14.59216,15.6719092989
2027-02-10,2027-Feb-10 04:28,255.735711,-3.008019,323.57782,-14.43424,3.4373664838,2027-Feb-10 16:44,104.094013,-2.98985,324.08846,-14.26803,15.7376171941
2027-02-11,2027-Feb-11 04:29,256.124057,-3.123254,324.56738,-14.10793,3.5197867545,2027-Feb-11 16:43,103.702583,-3.109157,325.07498,-13.94018,15.7866130475
2027-02-12,2027-Feb-12 04:29,256.435205,-3.012173,325.553,-13.77797,3.585495165,2027-Feb-12 16:43,103.390163,-2.995907,326.05894,-13.60829,15.8523218146
2027-02-13,2027-Feb-13 04:30,256.833078,-3.131578,326.53608,-13.44401,3.6679166451,2027-Feb-13 16:42,102.993575,-3.107578,327.03903,-13.27293,15.9013191861
2027-02-14,2027-Feb-14 04:30,257.153358,-3.024016,327.5153,-13.10665,3.7336268203,2027-Feb-14 16:42,102.676356,-2.986121,328.01665,-12.93376,15.967029893
2027-02-15,2027-Feb-15 04:30,257.477935,-2.918086,328.49139,-12.76577,3.7993380211,2027-Feb-15 16:41,102.275019,-3.090369,328.99047,-12.59137,16.0160292504
2027-02-16,2027-Feb-16 04:31,257.889179,-3.043635,329.46505,-12.42124,3.881762336,2027-Feb-16 16:41,101.953418,-2.96097,329.96191,-12.24541,16.081741516
2027-02-17,2027-Feb-17 04:31,258.222139,-2.941268,330.435,-12.07367,3.9474747055,2027-Feb-17 16:40,101.547719,-3.058056,330.92965,-11.89647,16.1307415317
2027-02-18,2027-Feb-18 04:32,258.641655,-3.071001,331.40263,-11.72269,4.0298991076,2027-Feb-18 16:40,101.22212,-2.921025,331.89511,-11.54417,16.1964532578
2027-02-19,2027-Feb-19 04:32,258.982493,-2.972147,332.36665,-11.3689,4.0956103357,2027-Feb-19 16:39,100.812414,-3.011253,332.85699,-11.18912,16.245451581
2027-02-20,2027-Feb-20 04:33,259.409779,-3.105955,333.32847,-11.0119,4.1780326129,2027-Feb-20 16:38,100.400811,-3.098335,333.81606,-10.83117,16.2944486065
2027-02-21,2027-Feb-21 04:33,259.758002,-3.0105,334.28684,-10.65231,4.243741342,2027-Feb-21 16:38,100.069749,-2.950658,334.77305,-10.47019,16.3601568272
2027-02-22,2027-Feb-22 04:33,260.109662,-2.91656,335.24251,-10.28997,4.3094491871,2027-Feb-22 16:37,99.654587,-3.031391,335.72673,-10.10675,16.409152141
2027-02-23,2027-Feb-23 04:34,260.547694,-3.055995,336.19623,-9.92472,4.391869012,2027-Feb-23 16:36,99.237734,-3.109229,336.67785,-9.74072,16.4581474296
2027-02-24,2027-Feb-24 04:34,260.906012,-2.965218,337.14677,-9.55718,4.4575767756,2027-Feb-24 16:36,98.901882,-2.951768,337.62716,-9.37195,16.523855468
2027-02-25,2027-Feb-25 04:35,261.350595,-3.108265,338.09554,-9.18695,4.5399974518,2027-Feb-25 16:35,98.481912,-3.023796,338.57342,-9.00105,16.5728519291
2027-02-26,2027-Feb-26 04:35,261.715069,-3.020491,339.04131,-8.81464,4.6057066029,2027-Feb-26 16:34,98.060482,-3.093181,339.51737,-8.62788,16.6218491653
2027-02-27,2027-Feb-27 04:35,262.082363,-2.934055,339.98479,-8.4401,4.6714164944,2027-Feb-27 16:34,97.720558,-2.926815,340.45974,-8.25228,16.6875593724
2027-02-28,2027-Feb-28 04:36,262.535811,-3.082038,340.92673,-8.0632,4.7538392656,2027-Feb-28 16:33,97.296507,-2.990924,341.39929,-7.87489,16.7365577506
2027-03-01,2027-Mar-01 04:36,262.908485,-2.998396,341.86587,-7.68456,4.8195500848,2027-Mar-01 16:32,96.871248,-3.052638,342.33675,-7.49556,16.7855563448
2027-03-02,2027-Mar-02 04:36,263.283591,-2.916005,342.80295,-7.30404,4.8852609856,2027-Mar-02 16:31,96.444865,-3.112036,343.27217,-7.11441,16.8345548881
2027-03-03,2027-Mar-03 04:37,263.744728,-3.068545,343.73868,-6.92147,4.9676840046,2027-Mar-03 16:31,96.100675,-2.935207,344.20628,-6.73128,16.9002654294
2027-03-04,2027-Mar-04 04:37,264.124427,-2.988746,344.67183,-6.53752,5.0333943115,2027-Mar-04 16:30,95.67237,-2.990029,345.13784,-6.34682,16.9492631621
2027-03-05,2027-Mar-05 04:38,264.590045,-3.144173,345.60376,-6.15176,5.1158163228,2027-Mar-05 16:29,95.243204,-3.042784,346.06758,-5.96088,16.9982602381
2027-03-06,2027-Mar-06 04:38,264.973809,-3.06682,346.53325,-5.76484,5.1815253346,2027-Mar-06 16:28,94.813261,-3.09355,346.99556,-5.57356,17.0472565967
2027-03-07,2027-Mar-07 04:38,265.359352,-2.99057,347.46102,-5.37661,5.2472336388,2027-Mar-07 16:27,94.382628,-3.142407,347.92186,-5.18499,17.0962522897
2027-03-08,2027-Mar-08 04:38,265.746545,-2.915394,348.38713,-4.98717,5.3129413517,2027-Mar-08 16:27,94.035065,-2.954692,348.84718,-4.79501,17.1619597931
2027-03-09,2027-Mar-09 04:39,266.219516,-3.075874,349.31231,-4.59638,5.3953610119,2027-Mar-09 16:26,93.603393,-2.999845,349.77031,-4.40426,17.2109548089
2027-03-10,2027-Mar-10 04:39,266.609728,-3.00287,350.23533,-4.20487,5.4610683676,2027-Mar-10 16:25,93.171291,-3.043338,350.69198,-4.0126,17.2599500049
2027-03-11,2027-Mar-11 04:39,267.001204,-2.930849,351.15691,-3.81251,5.5267761009,2027-Mar-11 16:24,92.738845,-3.08525,351.61225,-3.62012,17.3089457597
2027-03-12,2027-Mar-12 04:40,267.478337,-3.094677,352.07778,-3.41912,5.6091968615,2027-Mar-12 16:23,92.306137,-3.125662,352.5312,-3.22695,17.3579423772
2027-03-13,2027-Mar-13 04:40,267.872054,-3.024598,352.99673,-3.02536,5.6749062889,2027-Mar-13 16:23,91.957384,-2.929472,353.44954,-2.83292,17.4236523056
2027-03-14,2027-Mar-14 04:40,268.266648,-2.955395,353.91446,-2.63106,5.740616726,2027-Mar-14 16:22,91.52449,-2.967082,354.36607,-2.43868,17.4726508846
2027-03-15,2027-Mar-15 04:41,268.74678,-3.122106,354.83169,-2.23607,5.8230402918,2027-Mar-15 16:21,91.091581,-3.003464,355.2815,-2.04407,17.5216501235
2027-03-16,2027-Mar-16 04:41,269.142834,-3.054573,355.74723,-1.84104,5.8887519941,2027-Mar-16 16:20,90.658733,-3.038708,356.1959,-1.6492,17.5706495503
2027-03-17,2027-Mar-17 04:41,269.539378,-2.987782,356.66177,-1.4458,5.9544636012,2027-Mar-17 16:19,90.226017,-3.072911,357.10936,-1.25417,17.6196486111
2027-03-18,2027-Mar-18 04:41,269.936285,-2.921681,357.57541,-1.05045,6.0201745703,2027-Mar-18 16:18,89.793502,-3.106171,358.02195,-0.85908,17.6686468135
2027-03-19,2027-Mar-19 04:42,270.41858,-3.091344,358.48886,-0.65482,6.1025967985,2027-Mar-19 16:17,89.36125,-3.138592,358.93377,-0.46403,17.7176438768
2027-03-20,2027-Mar-20 04:42,270.815924,-3.026433,359.40095,-0.25955,6.1683055607,2027-Mar-20 16:17,89.014094,-2.934993,359.84554,-0.06884,17.7833521269
2027-03-21,2027-Mar-21 04:42,271.21326,-2.962016,0.31241,0.13554,6.2340133511,2027-Mar-21 16:16,88.582631,-2.966088,0.7561,0.32586,17.8323473032
2027-03-22,2027-Mar-22 04:43,271.695898,-3.13306,1.22399,0.53064,6.3164329195,2027-Mar-22 16:15,88.151591,-2.996676,1.66621,0.72025,17.8813422266
2027-03-23,2027-Mar-23 04:43,272.092943,-3.069366,2.13453,0.92511,6.3821402254,2027-Mar-23 16:14,87.721024,-3.026866,2.57596,1.11424,17.930337431
2027-03-24,2027-Mar-24 04:43,272.489624,-3.005943,3.04478,1.31914,6.4478480397,2027-Mar-24 16:13,87.290983,-3.056764,3.48547,1.50775,17.979333304
2027-03-25,2027-Mar-25 04:43,272.88582,-2.942725,3.95484,1.71263,6.5135566389,2027-Mar-25 16:12,86.86152,-3.086477,4.39484,1.90069,18.0283300121
2027-03-26,2027-Mar-26 04:44,273.367194,-3.11439,4.86543,2.10577,6.5959783732,2027-Mar-26 16:11,86.432695,-3.11611,5.30416,2.29295,18.0773275126
2027-03-27,2027-Mar-27 04:44,273.762126,-3.051297,5.7754,2.49792,6.6616885178,2027-Mar-27 16:10,86.004567,-3.145765,6.21352,2.68445,18.1263256163
2027-03-28,2027-Mar-28 04:44,274.156203,-2.988221,6.68545,2.88926,6.727399133,2027-Mar-28 16:10,85.662716,-2.940906,7.12365,3.07536,18.192036357
2027-03-29,2027-Mar-29 04:44,274.549304,-2.925111,7.59567,3.27967,6.7931099359,2027-Mar-29 16:09,85.236279,-2.971042,8.03334,3.46503,18.2410348499
2027-03-30,2027-Mar-30 04:45,275.027431,-3.096166,8.50678,3.66934,6.8755329445,2027-Mar-30 16:08,84.810737,-3.001506,8.94333,3.85364,18.2900331266
2027-03-31,2027-Mar-31 04:45,275.418264,-3.032702,9.41758,4.05763,6.9412433136,2027-Mar-31 16:07,84.386157,-3.032393,9.85368,4.24109,18.339030965
2027-04-01,2027-Apr-01 04:45,275.807746,-2.969058,10.32879,4.44469,7.0069531516,2027-Apr-01 16:06,83.962608,-3.063793,10.76448,4.62728,18.3880282067
2027-04-02,2027-Apr-02 04:46,276.282166,-3.138939,11.24111,4.83071,7.0893746366,2027-Apr-02 16:05,83.540159,-3.095797,11.67579,5.0121,18.437024771
2027-04-03,2027-Apr-03 04:46,276.668632,-3.074645,12.15336,5.21503,7.1550831392,2027-Apr-03 16:04,83.118881,-3.128492,12.5877,5.39545,18.4860206716
2027-04-04,2027-Apr-04 04:46,277.053377,-3.010053,13.06624,5.59784,7.2207910292,2027-Apr-04 16:04,82.784988,-2.928528,13.5009,5.77751,18.5517283323
2027-04-05,2027-Apr-05 04:46,277.436284,-2.945135,13.97983,5.97902,7.2864984997,2027-Apr-05 16:03,82.366378,-2.963081,14.4142,6.15763,18.6007234104
2027-04-06,2027-Apr-06 04:47,277.903973,-3.112791,14.89482,6.35874,7.3689181602,2027-Apr-06 16:02,81.949157,-2.998581,15.32831,6.53597,18.649718561
2027-04-07,2027-Apr-07 04:47,278.282888,-3.046929,15.81002,6.73638,7.4346258126,2027-Apr-07 16:01,81.5334,-3.035105,16.2433,6.91245,18.6987141921
2027-04-08,2027-Apr-08 04:47,278.659609,-2.980665,16.72613,7.11208,7.5003341521,2027-Apr-08 16:00,81.119179,-3.072727,17.15922,7.28696,18.7477106669
2027-04-09,2027-Apr-09 04:47,279.034022,-2.913984,17.64321,7.48576,7.5660434742,2027-Apr-09 15:59,80.706569,-3.111517,18.07613,7.6594,18.7967081968
2027-04-10,2027-Apr-10 04:48,279.493061,-3.078814,18.56195,7.85757,7.6484661726,2027-Apr-10 15:59,80.382305,-2.919568,18.99474,8.02992,18.8624190597
2027-04-11,2027-Apr-11 04:48,279.862545,-3.011004,19.48114,8.22689,7.7141774903,2027-Apr-11 15:58,79.973259,-2.961196,19.91381,8.39791,18.9114183827
2027-04-12,2027-Apr-12 04:48,280.229376,-2.942728,20.40145,8.59388,7.7798893343,2027-Apr-12 15:57,79.566048,-3.004216,20.83403,8.76353,18.9604179943
2027-04-13,2027-Apr-13 04:49,280.680752,-3.105065,21.32359,8.9587,7.8623134737,2027-Apr-13 15:56,79.160742,-3.048701,21.75545,9.12668,19.0094173457
2027-04-14,2027-Apr-14 04:49,281.04196,-3.035537,22.24632,9.32073,7.9280247753,2027-Apr-14 15:55,78.757407,-3.094728,22.67814,9.48726,19.0584159523
2027-04-15,2027-Apr-15 04:49,281.400176,-2.965487,23.17034,9.68015,7.9937351431,2027-Apr-15 15:55,78.443183,-2.911871,23.60278,9.84543,19.1241258188
2027-04-16,2027-Apr-16 04:50,281.842856,-3.125054,24.09637,10.03709,8.0761567191,2027-Apr-16 15:54,78.044105,-2.961552,24.52817,10.2006,19.1731223207
2027-04-17,2027-Apr-17 04:50,282.194775,-3.053588,25.02317,10.39099,8.1418650291,2027-Apr-17 15:53,77.647177,-3.013021,25.45502,10.55293,19.2221179976
2027-04-18,2027-Apr-18 04:50,282.543378,-2.981516,25.95149,10.742,8.2075727307,2027-Apr-18 15:52,77.252449,-3.066361,26.38341,10.90234,19.2711132839
2027-04-19,2027-Apr-19 04:51,282.976374,-3.137973,26.88203,11.09028,8.2899926102,2027-Apr-19 15:51,76.859969,-3.121652,27.31342,11.24875,19.3201086811
2027-04-20,2027-Apr-20 04:51,283.318043,-3.064282,27.8136,11.43527,8.3557005541,2027-Apr-20 15:51,76.5573,-2.950163,28.24578,11.59231,19.3858169185
2027-04-21,2027-Apr-21 04:51,283.656088,-2.989893,28.74691,11.77712,8.4214092082,2027-Apr-21 15:50,76.169598,-3.009977,29.17928,11.93246,19.4348136624
2027-04-22,2027-Apr-22 04:51,283.990411,-2.914781,29.68205,12.11576,8.4871187218,2027-Apr-22 15:49,75.784292,-3.071991,30.11462,12.26936,19.4838112641
2027-04-23,2027-Apr-23 04:52,284.408939,-3.066701,30.61972,12.45132,8.5695413424,2027-Apr-23 15:48,75.401433,-3.136279,31.05187,12.60293,19.5328095943
2027-04-24,2027-Apr-24 04:52,284.735497,-2.989751,31.55869,12.78327,8.6352522681,2027-Apr-24 15:48,75.108935,-2.975569,31.99175,12.9333,19.5985207021
2027-04-25,2027-Apr-25 04:52,285.058023,-2.912029,32.49966,13.11173,8.7009635101,2027-Apr-25 15:47,74.731296,-3.045028,32.93299,13.25993,19.6475196867
2027-04-26,2027-Apr-26 04:53,285.464646,-3.060189,33.44333,13.43685,8.7833870631,2027-Apr-26 15:46,74.35628,-3.116978,33.87631,13.58294,19.6965185524
2027-04-27,2027-Apr-27 04:53,285.778779,-2.980565,34.38846,13.75809,8.8490980537,2027-Apr-27 15:46,74.072025,-2.965277,34.82241,13.90249,19.762229349
2027-04-28,2027-Apr-28 04:54,286.177019,-3.126028,35.33639,14.07579,8.9315208662,2027-Apr-28 15:45,73.702612,-3.04282,35.77001,14.21802,19.8112272974
2027-04-29,2027-Apr-29 04:54,286.482346,-3.044508,36.28584,14.38943,8.9972307647,2027-Apr-29 15:44,73.336017,-3.12304,36.71981,14.52968,19.8602245977
2027-04-30,2027-Apr-30 04:54,286.783136,-2.962233,37.23752,14.69913,9.0629399976,2027-Apr-30 15:44,73.060618,-2.98097,37.67251,14.83757,19.9259335388
2027-05-01,2027-May-01 04:55,287.167909,-3.103918,38.19212,15.00501,9.1453609072,2027-May-01 15:43,72.700038,-3.06714,38.62681,15.14118,19.9749296159
2027-05-02,2027-May-02 04:55,287.459299,-3.019833,39.14835,15.30656,9.2110690482,2027-May-02 15:43,72.430869,-2.931893,39.58409,15.44084,20.0406376234
2027-05-03,2027-May-03 04:55,287.745871,-2.935061,40.1069,15.60389,9.2767769784,2027-May-03 15:42,72.076593,-3.024212,40.54302,15.73604,20.0896332741
2027-05-04,2027-May-04 04:56,288.116298,-3.073152,41.06845,15.89712,9.3591973553,2027-May-04 15:41,71.725482,-3.119443,41.5043,16.02691,20.1386292574
2027-05-05,2027-May-05 04:56,288.392918,-2.98675,42.0317,16.18575,9.4249059983,2027-May-05 15:41,71.466283,-2.994605,42.46861,16.31354,20.2043382806
2027-05-06,2027-May-06 04:57,288.753411,-3.122469,42.99799,16.47009,9.5073278763,2027-May-06 15:40,71.121921,-3.096202,43.43462,16.59545,20.2533360615
2027-05-07,2027-May-07 04:57,289.019742,-3.034616,43.96598,16.74966,9.5730385982,2027-May-07 15:40,70.869728,-2.978577,44.40368,16.87295,20.3190472894
2027-05-08,2027-May-08 04:57,289.280843,-2.946296,44.93634,17.02457,9.6387503931,2027-May-08 15:39,70.532427,-3.086634,45.37441,17.14555,20.3680471608
2027-05-09,2027-May-09 04:58,289.625695,-3.079082,45.90972,17.29491,9.7211751966,2027-May-09 15:39,70.28757,-2.976307,46.34816,17.41356,20.4337598022
2027-05-10,2027-May-10 04:58,289.87604,-2.989652,46.88475,17.56022,9.7868878376,2027-May-10 15:38,69.957646,-3.090897,47.32355,17.67651,20.4827600054
2027-05-11,2027-May-11 04:59,290.210157,-3.120631,47.86278,17.82079,9.8693123131,2027-May-11 15:38,69.720457,-2.987939,48.30192,17.93468,20.5484718138
2027-05-12,2027-May-12 04:59,290.449447,-3.030332,48.84241,18.07616,9.9350235662,2027-May-12 15:37,69.398218,-3.109135,49.28189,18.18763,20.5974702797
2027-05-13,2027-May-13 04:59,290.683145,-2.939853,49.82432,18.32644,10.0007337052,2027-May-13 15:37,69.169008,-3.013626,50.26481,18.43563,20.6631799405
2027-05-14,2027-May-14 05:00,291.00048,-3.068805,50.8092,18.57171,10.0831551259,2027-May-14 15:37,68.94385,-2.92204,51.25001,18.67842,20.7288887093
2027-05-15,2027-May-15 05:00,291.222706,-2.977782,51.79566,18.81157,10.1488635653,2027-May-15 15:36,68.633778,-3.053539,52.2368,18.91576,20.777884693
2027-05-16,2027-May-16 05:01,291.528596,-3.105498,52.78509,19.04627,10.2312840793,2027-May-16 15:36,68.417008,-2.96953,53.22656,19.14793,20.8435929633
2027-05-17,2027-May-17 05:01,291.739098,-3.014123,53.77612,19.27542,10.296992539,2027-May-17 15:35,68.115259,-3.107858,54.21791,19.37452,20.8925893571
2027-05-18,2027-May-18 05:01,291.943702,-2.922799,54.76943,19.49911,10.3627016068,2027-May-18 15:35,67.90712,-3.031511,55.21223,19.59579,20.9582987668
2027-05-19,2027-May-19 05:02,292.231842,-3.049271,55.76572,19.71742,10.4451237808,2027-May-19 15:35,67.703349,-2.959183,56.20883,19.81151,21.0240090126
2027-05-20,2027-May-20 05:02,292.42438,-2.957876,56.76359,19.93,10.5108344791,2027-May-20 15:34,67.414633,-3.108146,57.20701,20.02146,21.0730077348
2027-05-21,2027-May-21 05:03,292.700484,-3.083641,57.76442,20.13707,10.5932581539,2027-May-21 15:34,67.219853,-3.043581,58.20813,20.22589,21.1387193303
2027-05-22,2027-May-22 05:03,292.880738,-2.992389,58.76679,20.33827,10.6589699493,2027-May-22 15:34,67.029633,-2.983068,59.21148,20.42456,21.2044312136
2027-05-23,2027-May-23 05:04,293.14459,-3.117698,59.77208,20.53381,10.7413941577,2027-May-23 15:34,66.844042,-2.926612,60.21704,20.61741,21.2701430757
2027-05-24,2027-May-24 05:04,293.312355,-3.026829,60.77886,20.72337,10.8071058819,2027-May-24 15:33,66.573622,-3.090115,61.22407,20.80425,21.3191423389
2027-05-25,2027-May-25 05:04,293.473861,-2.936384,61.78779,20.907,10.8728171783,2027-May-25 15:33,66.397541,-3.041475,62.23394,20.98528,21.3848533915
2027-05-26,2027-May-26 05:05,293.718836,-3.061751,62.79955,21.08477,10.9552401809,2027-May-26 15:33,66.226298,-2.996884,63.24591,21.16029,21.4505638076
2027-05-27,2027-May-27 05:05,293.867576,-2.972098,63.81268,21.25636,11.0209502175,2027-May-27 15:33,66.059964,-2.956328,64.25993,21.32922,21.5162735545
2027-05-28,2027-May-28 05:06,294.099828,-3.097769,64.82855,21.42194,11.1033719076,2027-May-28 15:33,65.898612,-2.91979,65.27597,21.49201,21.5819826981
2027-05-29,2027-May-29 05:06,294.235644,-3.00922,65.8457,21.58124,11.1690807776,2027-May-29 15:32,65.652569,-3.10161,66.29326,21.64848,21.6309791069
2027-05-30,2027-May-30 05:06,294.365011,-2.921457,66.86478,21.73429,11.2347893475,2027-May-30 15:32,65.501415,-3.07278,67.31317,21.79881,21.6966876387
2027-05-31,2027-May-31 05:07,294.577793,-3.048448,67.88645,21.88115,11.3172102263,2027-May-31 15:32,65.355455,-3.047895,68.33494,21.94282,21.76239634
2027-06-01,2027-Jun-01 05:07,294.694057,-2.962298,68.90923,22.02156,11.3829191966,2027-Jun-01 15:32,65.214762,-3.026916,69.35849,22.08045,21.8281056029
2027-06-02,2027-Jun-02 05:08,294.893818,-3.09054,69.93448,22.15566,11.4653412452,2027-Jun-02 15:32,65.079407,-3.009799,70.38375,22.21167,21.8938157955
2027-06-03,2027-Jun-03 05:08,294.996905,-3.006388,70.96068,22.28321,11.5310520797,2027-Jun-03 15:32,64.949461,-2.996492,71.41066,22.33641,21.9595271439
2027-06-04,2027-Jun-04 05:08,295.093455,-2.923474,71.98846,22.40427,11.5967640851,2027-Jun-04 15:32,64.824995,-2.986936,72.4391,22.45464,22.0252396051
